Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,season,is_playoff
1,Rick Adelman*,PG,22,SDR,6,187,13.4,0.505,,0.698,,,,21.4,,,,,,0.3,0.0,0.3,0.069,,,,,,1969,True
2,Bob Allen,PF,22,SFW,3,19,4.0,0.282,,1.75,,,,0.0,,,,,,-0.1,0.0,0.0,-0.109,,,,,,1969,True
3,Cliff Anderson,SG,24,LAL,3,10,6.1,0.4,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,-0.037,,,,,,1969,True
4,Al Attles*,PG,32,SFW,6,109,7.7,0.33,,0.19,,,,27.8,,,,,,-0.1,0.2,0.1,0.033,,,,,,1969,True
5,Dick Barnett*,SG,32,NYK,10,402,10.3,0.447,,0.331,,,,9.4,,,,,,0.1,0.3,0.4,0.044,,,,,,1969,True
6,Jim Barnett,SG,24,SDR,6,51,14.2,0.471,,0.348,,,,20.3,,,,,,0.1,0.0,0.0,0.044,,,,,,1969,True
7,John Barnhill,PG,30,BAL,1,10,7.1,0.5,,0.0,,,,12.9,,,,,,0.0,0.0,0.0,0.043,,,,,,1969,True
8,Elgin Baylor*,SF,34,LAL,18,640,15.0,0.432,,0.349,,,,17.6,,,,,,-0.2,1.1,0.9,0.07,,,,,,1969,True
9,Zelmo Beaty*,C,29,ATL,11,473,17.2,0.468,,0.271,,,,8.4,,,,,,0.4,0.7,1.1,0.108,,,,,,1969,True
10,John Block,PF,24,SDR,5,97,18.6,0.586,,0.4,,,,5.1,,,,,,0.4,0.0,0.4,0.21,,,,,,1969,True
11,Nate Bowman,C,25,NYK,10,62,8.8,0.337,,0.2,,,,5.9,,,,,,-0.1,0.1,0.0,0.013,,,,,,1969,True
12,Bill Bradley*,SF,25,NYK,10,419,13.7,0.506,,0.277,,,,13.2,,,,,,0.6,0.5,1.1,0.124,,,,,,1969,True
13,Bill Bridges,PF,29,ATL,11,442,17.8,0.486,,0.308,,,,12.2,,,,,,0.5,0.8,1.3,0.143,,,,,,1969,True
14,Em Bryant,PG,30,BOS,18,607,10.1,0.458,,0.275,,,,12.0,,,,,,0.2,0.5,0.7,0.056,,,,,,1969,True
15,Joe Caldwell,SG,27,ATL,11,404,13.2,0.493,,0.515,,,,13.4,,,,,,0.5,0.5,1.0,0.116,,,,,,1969,True
16,Jay Carty,PF,27,LAL,3,10,-3.4,0.151,,1.5,,,,12.1,,,,,,-0.1,0.0,0.0,-0.207,,,,,,1969,True
17,Wilt Chamberlain*,C,32,LAL,18,832,18.3,0.518,,0.841,,,,7.8,,,,,,1.1,1.9,3.1,0.177,,,,,,1969,True
18,Don Chaney,SG,22,BOS,7,25,-0.1,0.322,,0.667,,,,0.0,,,,,,-0.1,0.0,0.0,-0.079,,,,,,1969,True
19,Archie Clark,SG,27,PHI,5,185,17.4,0.568,,0.247,,,,18.8,,,,,,0.6,0.0,0.6,0.153,,,,,,1969,True
