Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,season,is_playoff
1,Paul Arizin*,SF,22,PHW,2,,,0.602,,0.593,,,,,,,,,,0.4,0.0,0.5,,,,,,,1951,True
2,Curly Armstrong,G-F,32,FTW,3,,,0.386,,0.053,,,,,,,,,,0.0,0.1,0.0,,,,,,,1951,True
3,Cliff Barker,SG,30,INO,3,,,0.197,,0.158,,,,,,,,,,-0.3,0.1,-0.2,,,,,,,1951,True
4,Leo Barnhorst,SF,26,INO,3,,,0.431,,0.286,,,,,,,,,,0.1,0.1,0.1,,,,,,,1951,True
5,Ralph Beard,G,23,INO,3,,,0.482,,0.279,,,,,,,,,,0.3,0.1,0.4,,,,,,,1951,True
6,Nelson Bobb,PG,26,PHW,1,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,1951,True
7,Vince Boryla,SF,23,NYK,14,,,0.499,,0.29,,,,,,,,,,1.4,0.3,1.7,,,,,,,1951,True
8,Bill Calhoun,SG,23,ROC,14,,,0.506,,0.583,,,,,,,,,,0.5,0.3,0.7,,,,,,,1951,True
9,Al Cervi*,PG,33,SYR,7,,,0.5,,0.893,,,,,,,,,,0.6,0.2,0.8,,,,,,,1951,True
10,Leroy Chollet,F,25,SYR,7,,,0.245,,0.348,,,,,,,,,,-0.3,0.1,-0.2,,,,,,,1951,True
11,Nat Clifton*,PF,28,NYK,14,,,0.362,,0.39,,,,,,,,,,-0.5,0.5,0.0,,,,,,,1951,True
12,Bill Closs,SF,29,PHW,2,,,0.343,,0.625,,,,,,,,,,0.0,0.0,0.0,,,,,,,1951,True
13,Jack Coleman,PF,26,ROC,14,,,0.446,,0.295,,,,,,,,,,0.5,1.1,1.6,,,,,,,1951,True
14,Chuck Cooper*,F,24,BOS,2,,,0.352,,0.417,,,,,,,,,,-0.1,0.1,0.0,,,,,,,1951,True
15,Bob Cousy*,PG,22,BOS,2,,,0.296,,0.286,,,,,,,,,,-0.4,0.1,-0.3,,,,,,,1951,True
16,Bob Davies*,PG,31,ROC,14,,,0.412,,0.342,,,,,,,,,,0.1,0.7,0.8,,,,,,,1951,True
17,Bob Donham,SG,24,BOS,2,,,0.455,,1.333,,,,,,,,,,0.0,0.0,0.1,,,,,,,1951,True
18,Arnie Ferrin,F-G,25,MNL,7,,,0.467,,0.5,,,,,,,,,,0.2,0.1,0.3,,,,,,,1951,True
19,Larry Foust,C,22,FTW,3,,,0.364,,0.222,,,,,,,,,,-0.2,0.2,0.0,,,,,,,1951,True
20,Joe Fulks*,PF,29,PHW,2,,,0.427,,0.551,,,,,,,,,,0.0,0.0,0.1,,,,,,,1951,True
21,Bill Gabor,SG,28,SYR,7,,,0.403,,0.194,,,,,,,,,,-0.1,0.2,0.1,,,,,,,1951,True
22,Harry Gallatin*,F-C,23,NYK,14,,,0.463,,0.621,,,,,,,,,,0.7,0.5,1.2,,,,,,,1951,True
23,Vern Gardner,SG,25,PHW,2,,,0.59,,0.375,,,,,,,,,,0.1,0.0,0.1,,,,,,,1951,True
24,Bud Grant,F,23,MNL,6,,,0.446,,0.273,,,,,,,,,,0.0,0.0,0.0,,,,,,,1951,True
25,Alex Groza,C,24,INO,3,,,0.554,,0.452,,,,,,,,,,0.8,0.2,1.0,,,,,,,1951,True
26,Bruce Hale,G-F,32,INO,1,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,1951,True
27,Alex Hannum*,PF,27,SYR,7,,,0.484,,0.256,,,,,,,,,,0.2,0.2,0.5,,,,,,,1951,True
28,Bob Harris,F-C,23,BOS,2,,,0.268,,0.7,,,,,,,,,,-0.1,0.0,-0.1,,,,,,,1951,True
29,Bob Harrison,G,23,MNL,7,,,0.486,,0.154,,,,,,,,,,0.3,0.1,0.5,,,,,,,1951,True
30,Kleggie Hermsen,C-F,27,BOS,2,,,0.167,,0.0,,,,,,,,,,-0.1,0.0,-0.1,,,,,,,1951,True
