Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,season,is_playoff
1,Kareem Abdul-Jabbar*,C,24,MIL,11,510,22.4,0.462,,0.17,,,17.0,16.5,,,,,,0.1,1.5,1.6,0.147,,,,,,1972,True
2,Don Adams,SF,24,ATL,6,188,7.8,0.423,,0.411,,,9.4,8.0,,,,,,-0.1,0.0,-0.1,-0.019,,,,,,1972,True
3,Lucius Allen,PG,24,MIL,11,386,16.2,0.519,,0.325,,,4.3,14.8,,,,,,0.7,0.6,1.3,0.162,,,,,,1972,True
4,Dick Barnett*,SG,35,NYK,12,131,8.7,0.47,,0.245,,,3.1,11.1,,,,,,0.0,0.1,0.1,0.044,,,,,,1972,True
5,Jim Barnett,PG,27,GSW,5,197,16.1,0.495,,0.451,,,4.6,21.2,,,,,,0.2,0.1,0.4,0.088,,,,,,1972,True
6,Walt Bellamy*,C,32,ATL,6,247,15.9,0.529,,0.5,,,15.4,6.0,,,,,,0.4,0.1,0.5,0.089,,,,,,1972,True
7,John Block,PF,27,MIL,11,156,13.4,0.459,,0.346,,,15.3,4.8,,,,,,0.0,0.4,0.4,0.112,,,,,,1972,True
8,Tom Boerwinkle,C,26,CHI,1,8,14.1,0.0,,0.0,,,35.8,42.9,,,,,,-0.1,0.0,-0.1,-0.376,,,,,,1972,True
9,Bill Bradley*,SF,28,NYK,16,594,12.7,0.515,,0.247,,,4.1,13.3,,,,,,0.8,0.4,1.3,0.104,,,,,,1972,True
10,Wilt Chamberlain*,C,35,LAL,15,703,17.8,0.562,,0.859,,,20.2,9.6,,,,,,1.2,1.8,3.0,0.205,,,,,,1972,True
11,Don Chaney,SG,25,BOS,11,271,10.9,0.54,,0.247,,,7.0,10.6,,,,,,0.4,0.1,0.5,0.09,,,,,,1972,True
12,Phil Chenier,SG,21,BAL,6,153,7.2,0.42,,0.203,,,5.7,5.5,,,,,,-0.2,0.0,-0.2,-0.058,,,,,,1972,True
13,Bob Christian,C,27,ATL,6,34,1.6,0.415,,0.125,,,9.6,0.0,,,,,,0.0,0.0,0.0,-0.021,,,,,,1972,True
14,Archie Clark,PG,30,BAL,6,271,21.5,0.526,,0.468,,,4.9,32.3,,,,,,0.7,-0.1,0.6,0.105,,,,,,1972,True
15,Jim Cleamons,PG,22,LAL,6,17,21.2,0.571,,0.0,,,10.6,39.0,,,,,,0.0,0.0,0.1,0.261,,,,,,1972,True
16,Dave Cowens*,C,23,BOS,11,441,14.2,0.481,,0.301,,,16.8,9.9,,,,,,0.2,0.2,0.5,0.051,,,,,,1972,True
17,Bob Dandridge*,SF,24,MIL,11,441,17.1,0.529,,0.248,,,9.6,6.7,,,,,,0.9,0.8,1.7,0.185,,,,,,1972,True
18,Dave DeBusschere*,PF,31,NYK,16,616,16.1,0.492,,0.264,,,16.1,8.8,,,,,,0.5,0.8,1.3,0.104,,,,,,1972,True
19,Jackie Dinkins,SF,22,CHI,1,1,77.7,1.0,,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0,1.516,,,,,,1972,True
20,Terry Driscoll,PF,24,BAL,1,2,72.9,1.042,,1.0,,,27.4,0.0,,,,,,0.1,0.0,0.1,1.208,,,,,,1972,True
21,Joe Ellis,SF,27,GSW,5,113,9.0,0.383,,0.27,,,8.5,5.6,,,,,,-0.3,0.1,-0.3,-0.109,,,,,,1972,True
22,Leroy Ellis,C,31,LAL,13,134,12.7,0.456,,0.098,,,13.8,10.7,,,,,,0.0,0.3,0.3,0.094,,,,,,1972,True
23,Hank Finkel,C,29,BOS,8,68,10.2,0.455,,0.0,,,17.2,5.7,,,,,,0.0,0.0,0.0,0.021,,,,,,1972,True
24,Walt Frazier*,PG,26,NYK,16,704,21.5,0.586,,0.453,,,8.2,21.3,,,,,,2.6,0.8,3.3,0.227,,,,,,1972,True
25,Herm Gilliam,PG,25,ATL,6,173,13.4,0.435,,0.155,,,8.1,25.6,,,,,,-0.1,0.1,0.0,-0.005,,,,,,1972,True
26,Clarence Glover,PF,24,BOS,3,10,14.1,0.436,,0.333,,,14.6,0.0,,,,,,0.0,0.0,0.0,-0.026,,,,,,1972,True
27,Gail Goodrich*,SG,28,LAL,15,575,17.7,0.526,,0.37,,,3.0,14.2,,,,,,1.3,0.6,2.0,0.166,,,,,,1972,True
28,Happy Hairston,PF,29,LAL,15,577,15.2,0.51,,0.405,,,15.4,7.6,,,,,,0.6,1.2,1.8,0.148,,,,,,1972,True
29,Jeff Halliburton,SG,22,ATL,1,2,-14.7,0.0,,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0,-0.584,,,,,,1972,True
30,John Havlicek*,SF,31,BOS,11,517,19.9,0.54,,0.421,,,8.7,19.1,,,,,,1.3,0.2,1.5,0.141,,,,,,1972,True
31,Lou Hudson*,SG,27,ATL,6,266,15.5,0.494,,0.209,,,5.8,11.8,,,,,,0.3,0.1,0.3,0.061,,,,,,1972,True
32,Phil Jackson*,PF,26,NYK,16,320,15.7,0.538,,0.475,,,13.2,6.8,,,,,,0.7,0.4,1.0,0.154,,,,,,1972,True
33,Gus Johnson*,PF,33,BAL,5,77,4.8,0.324,,0.067,,,17.8,6.2,,,,,,-0.3,0.0,-0.3,-0.176,,,,,,1972,True
34,Nick Jones,SG,26,GSW,2,7,27.0,0.694,,1.0,,,0.0,42.1,,,,,,0.0,0.0,0.0,0.321,,,,,,1972,True
35,Wali Jones,PG,29,MIL,9,200,12.5,0.493,,0.256,,,3.9,13.2,,,,,,0.2,0.3,0.5,0.118,,,,,,1972,True
36,Toby Kimball,PF,29,MIL,7,36,10.3,0.466,,0.167,,,7.2,7.0,,,,,,0.0,0.1,0.1,0.084,,,,,,1972,True
37,Jim King,SG,30,CHI,4,56,11.7,0.505,,0.167,,,5.1,13.2,,,,,,0.1,0.0,0.1,0.082,,,,,,1972,True
38,Steve Kuberski,PF,24,BOS,11,218,19.9,0.617,,0.437,,,14.1,2.0,,,,,,0.9,0.1,1.0,0.217,,,,,,1972,True
39,Clyde Lee,PF,27,GSW,5,175,8.1,0.361,,0.429,,,16.8,5.2,,,,,,-0.2,0.2,0.0,-0.01,,,,,,1972,True
40,Bob Love,PF,29,CHI,4,173,8.5,0.396,,0.146,,,7.5,5.9,,,,,,-0.4,0.1,-0.3,-0.079,,,,,,1972,True
41,Stan Love,PF,22,BAL,4,14,5.2,0.25,,0.0,,,23.5,10.7,,,,,,-0.1,0.0,-0.1,-0.194,,,,,,1972,True
42,Charlie Lowery,PG,22,MIL,7,26,1.6,0.322,,0.375,,,5.0,4.5,,,,,,-0.1,0.0,0.0,-0.078,,,,,,1972,True
43,Jerry Lucas*,C,31,NYK,16,737,17.5,0.552,,0.298,,,12.1,16.5,,,,,,1.5,0.9,2.4,0.159,,,,,,1972,True
44,Pete Maravich*,SG,24,ATL,6,219,22.4,0.545,,0.587,,,6.8,19.4,,,,,,0.7,0.1,0.8,0.168,,,,,,1972,True
45,Jack Marin,SF,27,BAL,6,229,14.4,0.522,,0.603,,,8.6,8.7,,,,,,0.4,0.0,0.3,0.07,,,,,,1972,True
46,Eddie Mast,PF,23,NYK,9,23,12.2,0.489,,0.714,,,15.6,6.3,,,,,,0.0,0.0,0.0,0.092,,,,,,1972,True
47,Don May,SF,26,ATL,3,31,11.5,0.479,,0.889,,,12.0,4.0,,,,,,0.0,0.0,0.0,0.033,,,,,,1972,True
48,Jon McGlocklin,SG,28,MIL,5,103,7.4,0.465,,0.171,,,1.3,7.4,,,,,,0.0,0.1,0.1,0.054,,,,,,1972,True
49,Jim McMillian,SF,23,LAL,15,624,13.1,0.504,,0.277,,,6.1,5.4,,,,,,0.7,0.7,1.4,0.111,,,,,,1972,True
50,Dean Meminger,SG,23,NYK,16,277,7.6,0.472,,0.474,,,8.0,9.3,,,,,,0.1,0.2,0.3,0.054,,,,,,1972,True
51,Eddie Miles,SG,31,NYK,9,17,6.2,0.244,,0.833,,,24.2,6.8,,,,,,-0.1,0.0,-0.1,-0.21,,,,,,1972,True
52,Earl Monroe*,SG,27,NYK,16,429,13.2,0.469,,0.308,,,5.4,16.0,,,,,,0.1,0.4,0.5,0.057,,,,,,1972,True
53,Rex Morgan,SG,23,BOS,4,10,-12.0,0.18,,0.429,,,24.4,0.0,,,,,,-0.1,0.0,-0.1,-0.588,,,,,,1972,True
54,Jeff Mullins,SG,29,GSW,5,203,13.2,0.476,,0.181,,,5.4,21.4,,,,,,0.1,0.1,0.2,0.054,,,,,,1972,True
55,Dorie Murrey,PF,28,BAL,1,1,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,0.0,-0.003,,,,,,1972,True
56,Barry Nelson,C,22,MIL,2,5,6.2,,,,,,8.7,21.3,,,,,,0.0,0.0,0.0,0.135,,,,,,1972,True
57,Don Nelson*,PF,31,BOS,11,308,16.5,0.604,,0.485,,,9.6,9.1,,,,,,1.0,0.1,1.1,0.169,,,,,,1972,True
58,Charlie Paulk,PF,25,NYK,7,13,0.4,0.3,,0.0,,,19.8,0.0,,,,,,-0.1,0.0,-0.1,-0.293,,,,,,1972,True
59,Tom Payne,C,21,ATL,1,5,31.2,0.625,,5.0,,,37.2,0.0,,,,,,0.0,0.0,0.0,0.295,,,,,,1972,True
60,Curtis Perry,C,23,MIL,11,397,12.1,0.514,,0.253,,,15.4,4.3,,,,,,0.3,0.9,1.3,0.152,,,,,,1972,True
61,Howard Porter,SF,23,CHI,4,31,19.3,0.443,,0.048,,,16.9,16.6,,,,,,0.0,0.0,0.0,0.007,,,,,,1972,True
62,Bob Portman,SG,24,GSW,3,22,-5.8,0.201,,0.083,,,10.4,0.0,,,,,,-0.2,0.0,-0.2,-0.386,,,,,,1972,True
63,Luther Rackley,C,25,NYK,11,29,-1.2,0.254,,0.286,,,12.4,4.3,,,,,,-0.2,0.0,-0.2,-0.27,,,,,,1972,True
64,Clifford Ray,C,23,CHI,4,161,19.1,0.555,,0.176,,,19.6,14.1,,,,,,0.3,0.1,0.5,0.139,,,,,,1972,True
65,Pat Riley*,SG,26,LAL,15,244,4.7,0.368,,0.162,,,5.4,8.2,,,,,,-0.6,0.3,-0.3,-0.056,,,,,,1972,True
66,Rich Rinaldi,SG,22,BAL,3,6,3.1,0.5,,0.0,,,0.0,29.0,,,,,,0.0,0.0,0.0,0.037,,,,,,1972,True
67,Mike Riordan,SF,26,BAL,6,161,17.7,0.627,,0.368,,,5.1,12.8,,,,,,0.7,0.0,0.7,0.194,,,,,,1972,True
68,Oscar Robertson*,PG,33,MIL,11,380,16.4,0.462,,0.257,,,7.3,27.7,,,,,,0.1,1.0,1.1,0.134,,,,,,1972,True
