Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,season,is_playoff
1,Kareem Abdul-Jabbar*,C,40,LAL,24,718,13.8,0.504,0.007,0.234,8.4,12.9,10.8,7.7,1.1,3.1,12.1,23.6,,0.1,0.7,0.8,0.054,,-1.4,-0.6,-2.0,0.0,1988,True
2,Mark Acres,C,25,BOS,17,158,6.2,0.545,0.0,0.692,10.9,16.7,13.8,1.8,0.3,0.4,15.0,11.4,,0.1,0.2,0.2,0.068,,-4.1,-1.0,-5.1,-0.1,1988,True
3,Michael Adams,PG,25,DEN,11,406,12.6,0.496,0.415,0.315,2.2,7.7,4.8,20.8,2.1,0.3,13.4,17.3,,0.2,0.2,0.4,0.053,,0.2,-0.2,0.0,0.2,1988,True
4,Mark Aguirre,SF,28,DAL,17,558,20.3,0.553,0.116,0.293,6.8,13.1,10.0,15.9,1.3,1.0,11.0,28.3,,1.1,0.2,1.3,0.115,,4.2,-0.9,3.3,0.8,1988,True
5,Danny Ainge,SG,28,BOS,17,670,8.6,0.489,0.315,0.228,2.8,6.8,4.8,24.3,0.7,0.1,16.8,16.4,,0.0,0.5,0.5,0.035,,-0.6,-1.6,-2.1,0.0,1988,True
6,Mark Alarie,PF,24,WSB,1,4,28.9,0.75,1.0,0.0,0.0,29.6,14.8,0.0,0.0,0.0,0.0,22.6,,0.0,0.0,0.0,0.329,,18.4,2.8,21.2,0.0,1988,True
7,Steve Alford,PG,23,DAL,4,12,10.7,0.375,0.25,0.0,9.3,9.3,9.3,25.9,0.0,0.0,11.1,31.7,,0.0,0.0,0.0,-0.108,,-1.2,-5.8,-6.9,0.0,1988,True
8,Greg Anderson,PF,23,SAS,3,95,8.0,0.475,0.0,0.25,6.2,20.9,12.4,4.1,1.0,2.4,20.0,20.2,,-0.2,0.1,-0.1,-0.072,,-4.7,-1.8,-6.4,-0.1,1988,True
9,Richard Anderson,PF,27,POR,3,63,15.5,0.621,0.583,0.167,7.6,16.4,11.3,2.3,1.5,1.1,7.2,17.1,,0.2,0.1,0.3,0.195,,4.0,0.8,4.8,0.1,1988,True
10,Thurl Bailey,SF,26,UTA,11,449,16.6,0.547,0.005,0.335,5.8,10.1,8.1,6.9,0.7,3.0,8.3,24.8,,0.5,0.5,1.0,0.104,,1.0,0.2,1.2,0.4,1988,True
