Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,season,is_playoff
1,Kareem Abdul-Jabbar*,C,25,MIL,6,276,17.7,0.447,,0.254,,,18.3,9.6,,,,,,-0.1,0.5,0.5,0.08,,,,,,1973,True
2,Lucius Allen,PG,25,MIL,6,203,13.9,0.464,,0.315,,,4.1,15.3,,,,,,0.1,0.2,0.3,0.071,,,,,,1973,True
3,Dennis Awtrey,C,24,CHI,7,268,14.3,0.546,,0.458,,,12.9,15.8,,,,,,0.4,0.6,1.0,0.174,,,,,,1973,True
4,Dick Barnett*,SG,36,NYK,4,17,7.6,0.5,,0.0,,,0.0,16.2,,,,,,0.0,0.0,0.0,0.078,,,,,,1973,True
5,Jim Barnett,PG,28,GSW,11,336,13.1,0.45,,0.184,,,5.5,17.5,,,,,,0.0,0.3,0.3,0.037,,,,,,1973,True
6,Rick Barry*,SF,28,GSW,11,292,17.7,0.478,,0.335,,,8.8,13.3,,,,,,0.3,0.2,0.5,0.088,,,,,,1973,True
7,Walt Bellamy*,C,33,ATL,6,247,10.8,0.411,,0.36,,,13.7,6.4,,,,,,-0.2,0.3,0.0,0.007,,,,,,1973,True
8,Henry Bibby,PG,23,NYK,6,43,10.9,0.465,,0.444,,,2.5,9.7,,,,,,0.0,0.0,0.0,0.043,,,,,,1973,True
9,Tom Boerwinkle,C,27,CHI,4,30,24.4,0.699,,0.167,,,13.5,52.6,,,,,,0.1,0.1,0.2,0.354,,,,,,1973,True
10,Steve Bracey,PG,22,ATL,6,123,16.7,0.546,,0.34,,,4.9,21.4,,,,,,0.3,0.1,0.4,0.159,,,,,,1973,True
11,Bill Bradley*,SF,29,NYK,17,587,12.0,0.49,,0.226,,,5.1,10.4,,,,,,0.6,0.4,1.0,0.078,,,,,,1973,True
12,Bill Bridges,PF,33,LAL,17,582,10.9,0.482,,0.36,,,12.3,6.6,,,,,,0.3,0.8,1.1,0.088,,,,,,1973,True
13,Wilt Chamberlain*,C,36,LAL,17,801,16.7,0.556,,0.845,,,21.7,9.7,,,,,,1.1,1.6,2.7,0.162,,,,,,1973,True
14,Don Chaney,SG,26,BOS,12,288,10.0,0.503,,0.207,,,7.0,11.2,,,,,,0.3,0.2,0.5,0.081,,,,,,1973,True
15,Phil Chenier,SG,22,BAL,5,211,14.4,0.513,,0.047,,,5.6,12.5,,,,,,0.3,-0.1,0.2,0.055,,,,,,1973,True
16,Archie Clark,PG,31,BAL,5,214,17.3,0.53,,0.196,,,4.5,19.1,,,,,,0.5,-0.1,0.4,0.091,,,,,,1973,True
17,Mel Counts,C,31,LAL,17,327,17.8,0.51,,0.308,,,14.5,12.9,,,,,,0.5,0.5,1.1,0.155,,,,,,1973,True
18,Dave Cowens*,C,24,BOS,13,598,17.8,0.49,,0.15,,,18.2,11.5,,,,,,0.6,0.7,1.3,0.107,,,,,,1973,True
19,Dick Cunningham,C,26,MIL,5,17,7.0,1.0,,0.0,,,9.2,14.8,,,,,,0.0,0.0,0.1,0.176,,,,,,1973,True
20,Bob Dandridge*,SF,25,MIL,6,204,11.3,0.472,,0.355,,,7.1,4.9,,,,,,0.1,0.2,0.3,0.072,,,,,,1973,True
21,Mickey Davis,SF,22,MIL,6,54,8.7,0.391,,0.118,,,11.6,12.5,,,,,,-0.1,0.1,0.0,0.016,,,,,,1973,True
22,Dave DeBusschere*,PF,32,NYK,17,632,16.0,0.469,,0.151,,,15.0,12.8,,,,,,0.3,0.7,1.0,0.079,,,,,,1973,True
23,Terry Driscoll,C,25,MIL,6,16,-8.4,0.0,,0.0,,,0.0,7.3,,,,,,-0.1,0.0,-0.1,-0.312,,,,,,1973,True
24,Joe Ellis,PF,28,GSW,10,100,4.1,0.316,,0.0,,,8.6,9.7,,,,,,-0.3,0.1,-0.2,-0.113,,,,,,1973,True
25,Keith Erickson,SF,28,LAL,17,404,10.9,0.469,,0.15,,,6.6,10.8,,,,,,0.2,0.4,0.6,0.069,,,,,,1973,True
26,Hank Finkel,C,30,BOS,7,23,21.6,0.667,,0.0,,,13.1,20.0,,,,,,0.1,0.0,0.1,0.287,,,,,,1973,True
27,Walt Frazier*,PG,27,NYK,17,765,19.7,0.559,,0.322,,,8.6,19.6,,,,,,2.3,0.8,3.0,0.189,,,,,,1973,True
28,Rowland Garrett,SF,22,CHI,1,1,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,0.0,0.021,,,,,,1973,True
29,John Gianelli,C,22,NYK,7,55,15.2,0.542,,0.35,,,12.5,2.6,,,,,,0.1,0.0,0.2,0.148,,,,,,1973,True
30,Herm Gilliam,PG,26,ATL,6,197,12.0,0.427,,0.062,,,7.5,20.0,,,,,,-0.1,0.2,0.1,0.025,,,,,,1973,True
31,Gail Goodrich*,SG,29,LAL,17,604,16.8,0.493,,0.255,,,4.6,17.8,,,,,,0.9,0.6,1.5,0.119,,,,,,1973,True
32,Travis Grant,SF,23,LAL,2,11,28.5,0.667,,0.0,,,16.5,0.0,,,,,,0.1,0.0,0.1,0.402,,,,,,1973,True
33,Happy Hairston,PF,30,LAL,3,26,4.5,0.319,,0.889,,,7.0,4.7,,,,,,-0.1,0.0,-0.1,-0.142,,,,,,1973,True
34,John Havlicek*,SF,32,BOS,12,479,19.7,0.533,,0.315,,,6.5,20.0,,,,,,1.3,0.4,1.7,0.166,,,,,,1973,True
35,Elvin Hayes*,PF,27,BAL,5,228,20.0,0.54,,0.314,,,14.0,3.6,,,,,,0.6,-0.1,0.5,0.107,,,,,,1973,True
36,Walt Hazzard,PG,30,GSW,11,215,9.5,0.403,,0.143,,,4.4,18.5,,,,,,-0.2,0.2,-0.1,-0.018,,,,,,1973,True
37,Gar Heard,PF,24,CHI,2,9,10.6,0.5,,0.0,,,15.0,0.0,,,,,,0.0,0.0,0.0,0.146,,,,,,1973,True
38,Lou Hudson*,SF,28,ATL,6,255,19.3,0.498,,0.175,,,8.6,10.1,,,,,,0.4,0.2,0.7,0.123,,,,,,1973,True
39,Phil Jackson*,PF,27,NYK,17,338,15.2,0.541,,0.317,,,11.3,9.8,,,,,,0.7,0.3,1.1,0.152,,,,,,1973,True
40,Charles Johnson,SG,23,GSW,6,70,11.8,0.402,,0.231,,,6.8,22.5,,,,,,-0.1,0.1,0.0,-0.009,,,,,,1973,True
41,George Johnson,C,24,GSW,9,45,9.8,0.388,,0.267,,,14.9,9.4,,,,,,-0.1,0.0,0.0,-0.019,,,,,,1973,True
42,Jim King,SG,31,CHI,4,14,6.7,0.363,,0.333,,,3.2,20.8,,,,,,0.0,0.0,0.0,-0.055,,,,,,1973,True
43,Steve Kuberski,SF,25,BOS,12,95,9.9,0.446,,0.217,,,7.4,4.4,,,,,,0.0,0.1,0.0,0.017,,,,,,1973,True
44,Clyde Lee,PF,28,GSW,11,413,14.5,0.5,,0.311,,,20.0,5.3,,,,,,0.3,0.5,0.8,0.097,,,,,,1973,True
45,Russ Lee,SF,23,MIL,5,13,45.2,0.571,,0.0,,,16.0,64.4,,,,,,0.1,0.0,0.1,0.485,,,,,,1973,True
46,Bob Love,PF,30,CHI,7,314,18.3,0.5,,0.277,,,9.6,11.9,,,,,,0.5,0.5,1.0,0.157,,,,,,1973,True
47,Stan Love,PF,23,BAL,1,7,-13.7,0.0,,0.0,,,8.0,0.0,,,,,,-0.1,0.0,-0.1,-0.598,,,,,,1973,True
48,Jerry Lucas*,PF,32,NYK,17,368,14.7,0.524,,0.205,,,12.2,14.0,,,,,,0.6,0.4,1.0,0.125,,,,,,1973,True
49,Pete Maravich*,SG,25,ATL,6,234,18.5,0.462,,0.219,,,5.8,25.2,,,,,,0.1,0.2,0.3,0.068,,,,,,1973,True
50,Eddie Mast,PF,24,ATL,4,15,31.4,1.0,,0.0,,,15.5,10.7,,,,,,0.2,0.0,0.2,0.546,,,,,,1973,True
51,Jon McGlocklin,SG,29,MIL,6,145,14.1,0.54,,0.151,,,2.5,13.4,,,,,,0.3,0.1,0.4,0.147,,,,,,1973,True
