Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,season,is_playoff
1,Kareem Abdul-Jabbar*,C,26,MIL,16,758,28.3,0.583,,0.226,10.4,24.1,17.9,17.2,1.3,2.7,,,,3.2,1.5,4.7,0.297,,8.3,1.6,9.9,2.2,1974,True
2,Don Adams,SF,26,DET,7,256,10.0,0.404,,0.192,7.4,12.9,10.4,11.1,1.2,0.2,,,,-0.1,0.3,0.1,0.026,,-1.0,-0.2,-1.2,0.1,1974,True
3,Rick Adelman*,PG,27,CHI,9,108,13.8,0.502,,0.324,0.9,10.0,4.9,10.2,3.2,0.0,,,,0.1,0.0,0.2,0.074,,-1.0,2.1,1.2,0.1,1974,True
4,Dennis Awtrey,C,25,CHI,10,158,10.9,0.463,,0.357,6.6,21.9,13.4,11.6,1.9,0.7,,,,0.0,0.1,0.1,0.034,,-2.6,1.6,-1.0,0.0,1974,True
5,Henry Bibby,PG,24,NYK,10,89,13.4,0.418,,0.267,5.7,6.3,6.0,19.6,1.6,0.0,,,,-0.1,0.0,-0.1,-0.035,,-2.6,-1.3,-3.9,0.0,1974,True
6,Dave Bing*,PG,30,DET,7,312,14.2,0.458,,0.229,2.2,6.2,4.3,21.1,0.5,0.2,,,,0.2,0.1,0.3,0.053,,0.6,-1.9,-1.3,0.1,1974,True
7,Tom Boerwinkle,C,28,CHI,2,7,4.9,0.532,,2.0,0.0,17.1,7.6,0.0,0.0,0.0,,,,0.0,0.0,0.0,-0.086,,-10.4,-1.0,-11.4,0.0,1974,True
8,Bill Bradley*,SF,30,NYK,12,425,8.5,0.44,,0.182,1.9,5.3,3.5,4.6,0.8,0.4,,,,-0.1,0.1,0.0,0.002,,-2.6,-1.1,-3.7,-0.2,1974,True
9,Bill Bridges,PF,34,LAL,5,144,6.3,0.321,,0.317,8.4,11.7,9.9,6.1,2.3,0.0,,,,-0.3,0.0,-0.2,-0.077,,-5.6,-0.6,-6.1,-0.2,1974,True
10,Don Chaney,SG,27,BOS,18,545,12.5,0.525,,0.355,7.3,7.7,7.5,9.8,2.1,0.9,,,,0.7,0.8,1.5,0.136,,1.4,1.0,2.4,0.6,1974,True
11,Ken Charles,SG,22,BUF,2,10,20.1,0.75,,0.0,19.1,0.0,9.4,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.181,,5.2,-0.2,5.0,0.0,1974,True
12,Phil Chenier,SG,23,CAP,7,310,17.9,0.512,,0.27,2.1,12.3,7.3,6.3,2.1,1.4,,,,0.6,0.4,0.9,0.146,,1.8,1.3,3.0,0.4,1974,True
13,Archie Clark,PG,32,CAP,7,162,8.8,0.376,,0.339,2.0,6.3,4.2,13.4,1.6,0.0,,,,-0.2,0.1,-0.1,-0.042,,-3.7,-1.0,-4.8,-0.1,1974,True
14,Mel Counts,C,32,LAL,4,34,14.9,0.5,,0.0,5.1,12.4,8.4,10.0,2.7,3.0,,,,0.0,0.0,0.0,0.067,,0.2,2.8,3.0,0.0,1974,True
15,Dave Cowens*,C,25,BOS,18,772,16.6,0.466,,0.159,8.3,24.4,16.5,13.0,1.3,1.2,,,,0.6,1.5,2.1,0.129,,2.0,0.3,2.3,0.8,1974,True
16,Bob Dandridge*,SF,26,MIL,16,648,16.5,0.519,,0.17,5.6,13.8,10.1,10.2,1.6,0.8,,,,1.0,0.9,1.9,0.142,,1.4,0.1,1.5,0.6,1974,True
17,Jim Davis,C,32,DET,7,69,16.6,0.601,,0.316,6.5,16.9,12.1,11.0,1.5,0.8,,,,0.1,0.1,0.2,0.168,,1.2,1.7,3.0,0.1,1974,True
18,Mel Davis,PF,23,NYK,4,12,30.4,0.5,,0.0,16.8,28.0,22.1,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.099,,7.7,-3.7,3.9,0.0,1974,True
19,Mickey Davis,SF,23,MIL,15,245,12.3,0.569,,0.369,3.9,10.4,7.4,6.4,0.8,0.4,,,,0.4,0.2,0.6,0.127,,0.3,-0.5,-0.2,0.1,1974,True
20,Dave DeBusschere*,PF,33,NYK,12,404,12.4,0.403,,0.175,6.2,20.5,13.0,14.4,0.8,0.6,,,,-0.3,0.3,0.0,0.005,,-0.8,-0.5,-1.3,0.1,1974,True
21,Ernie DiGregorio,PG,23,BUF,6,240,12.1,0.456,,0.105,1.2,5.0,3.1,28.5,0.2,0.0,,,,0.1,0.1,0.2,0.038,,0.1,-1.9,-1.8,0.0,1974,True
22,Steve Downing,C,23,BOS,1,4,21.1,0.5,,0.0,53.7,0.0,26.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.328,,5.9,-6.6,-0.7,0.0,1974,True
23,Terry Driscoll,PF,26,MIL,9,29,22.5,0.551,,0.2,36.6,17.0,25.9,14.4,3.4,1.8,,,,0.1,0.1,0.1,0.196,,-1.1,1.7,0.6,0.0,1974,True
24,Hank Finkel,C,31,BOS,8,46,11.1,0.461,,0.056,11.7,11.4,11.5,9.4,1.0,0.0,,,,0.0,0.1,0.1,0.097,,-1.1,-1.0,-2.1,0.0,1974,True
25,Chris Ford,SG,25,DET,5,94,10.4,0.509,,0.353,4.8,11.4,8.3,10.2,1.1,1.1,,,,0.1,0.1,0.2,0.081,,-1.0,1.5,0.5,0.1,1974,True
26,Walt Frazier*,PG,28,NYK,12,491,21.3,0.548,,0.218,4.3,16.9,10.3,16.9,2.1,0.5,,,,1.3,0.5,1.8,0.178,,3.3,1.5,4.8,0.8,1974,True
27,Dick Garrett,SG,27,MIL,8,46,6.3,0.342,,0.571,2.6,4.3,3.5,17.9,2.1,0.0,,,,-0.1,0.0,0.0,-0.02,,-3.8,0.7,-3.1,0.0,1974,True
28,Rowland Garrett,SF,23,CHI,2,6,-21.0,0.0,,0.0,0.0,19.9,8.8,0.0,0.0,0.0,,,,-0.1,0.0,-0.1,-0.659,,-24.6,-10.7,-35.3,0.0,1974,True
29,John Gianelli,C,23,NYK,12,338,11.8,0.454,,0.291,11.6,16.3,13.8,9.6,0.6,1.0,,,,0.2,0.2,0.4,0.056,,-0.9,-0.5,-1.4,0.1,1974,True
30,Gail Goodrich*,SG,30,LAL,5,189,17.3,0.469,,0.367,3.2,5.0,4.0,27.3,1.7,0.3,,,,0.2,0.0,0.2,0.043,,1.9,-0.7,1.2,0.2,1974,True
31,Matt Guokas,SG,29,BUF,6,85,9.9,0.567,,0.267,3.4,5.5,4.4,18.7,0.0,0.6,,,,0.1,0.0,0.1,0.081,,-0.5,-0.1,-0.6,0.0,1974,True
32,Happy Hairston,PF,31,LAL,5,172,14.9,0.524,,0.5,7.5,22.6,14.3,16.3,1.3,0.3,,,,0.2,0.1,0.3,0.084,,0.5,0.9,1.4,0.1,1974,True
33,Phil Hankinson,SF,22,BOS,2,5,40.2,0.615,,0.5,0.0,20.9,10.6,0.0,0.0,10.8,,,,0.0,0.0,0.1,0.58,,13.2,5.3,18.5,0.0,1974,True
34,John Havlicek*,SF,33,BOS,18,811,20.5,0.535,,0.246,3.7,11.4,7.6,21.5,1.4,0.4,,,,2.4,1.2,3.5,0.208,,5.8,0.0,5.8,1.6,1974,True
35,Connie Hawkins*,SF,31,LAL,5,172,12.0,0.405,,0.25,7.0,15.9,11.0,14.4,1.9,0.3,,,,-0.1,0.1,0.0,0.001,,-2.0,0.3,-1.7,0.0,1974,True
36,Nate Hawthorne,SG,24,LAL,3,14,15.9,0.326,,0.714,12.3,0.0,6.8,20.5,3.3,3.7,,,,0.0,0.0,0.0,-0.124,,1.2,0.2,1.4,0.0,1974,True
37,Elvin Hayes*,PF,28,CAP,7,323,24.9,0.562,,0.287,10.3,25.4,18.1,11.2,0.8,2.5,,,,1.1,0.5,1.6,0.239,,6.0,0.8,6.8,0.7,1974,True
38,Gar Heard,PF,25,BUF,6,240,17.1,0.492,,0.261,8.7,25.6,17.3,8.5,1.6,2.3,,,,0.2,0.5,0.7,0.136,,1.8,1.6,3.4,0.3,1974,True
39,Phil Jackson*,PF,28,NYK,12,297,16.0,0.522,,0.259,5.1,15.9,10.2,8.1,1.6,0.9,,,,0.4,0.3,0.7,0.116,,0.3,0.6,0.9,0.2,1974,True
40,Bob Kauffman,PF,27,BUF,2,10,2.5,0.258,,0.667,9.5,0.0,4.7,24.6,0.0,0.0,,,,-0.1,0.0,-0.1,-0.274,,-8.4,-1.7,-10.1,0.0,1974,True
41,Ben Kelso,SG,24,DET,1,1,-18.5,0.0,,0.0,0.0,97.1,52.0,100.0,0.0,0.0,,,,0.0,0.0,0.0,-1.317,,-38.5,-15.0,-53.6,0.0,1974,True
42,Tom Kozelko,PF,22,CAP,7,58,15.0,0.779,,0.308,7.4,7.1,7.2,2.7,0.0,0.0,,,,0.2,0.0,0.2,0.193,,1.2,-0.6,0.6,0.0,1974,True
43,Steve Kuberski,PF,26,BOS,9,69,3.8,0.255,,0.4,12.4,18.2,15.4,3.7,0.7,0.8,,,,-0.3,0.1,-0.2,-0.112,,-5.5,-3.1,-8.6,-0.1,1974,True
44,Bob Lanier*,C,25,DET,7,303,25.2,0.545,,0.25,9.6,26.0,18.4,12.3,0.7,2.5,,,,0.9,0.5,1.5,0.233,,5.5,0.9,6.5,0.7,1974,True
45,Stu Lantz,SG,27,DET,7,227,14.0,0.575,,0.542,4.9,8.1,6.6,8.9,0.4,0.0,,,,0.5,0.1,0.6,0.13,,1.0,-0.6,0.4,0.1,1974,True
46,Manny Leaks,C,28,CAP,2,5,15.5,0.5,,0.0,21.5,20.5,21.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.222,,-0.2,-3.7,-3.9,0.0,1974,True
47,Russ Lee,SF,24,MIL,6,12,42.7,0.564,,0.5,9.8,16.4,13.4,17.5,12.1,4.4,,,,0.0,0.1,0.1,0.361,,12.7,12.4,25.1,0.1,1974,True
48,Bob Love,PF,31,CHI,11,489,14.9,0.447,,0.23,5.3,8.8,6.8,8.6,1.4,0.6,,,,0.3,0.0,0.3,0.027,,0.6,-1.5,-0.9,0.1,1974,True
49,Stan Love,PF,24,LAL,2,9,32.9,0.694,,1.0,9.6,23.4,15.8,20.4,5.2,0.0,,,,0.0,0.0,0.1,0.307,,9.4,5.9,15.3,0.0,1974,True
50,Jerry Lucas*,C,33,NYK,11,115,5.1,0.238,,0.0,5.3,15.6,10.2,10.2,1.7,0.0,,,,-0.2,0.1,-0.1,-0.031,,-3.0,0.7,-2.3,0.0,1974,True
51,Jack Marin,SF,29,BUF,6,121,11.4,0.5,,0.191,3.9,10.8,7.4,9.0,0.7,0.0,,,,0.1,0.1,0.2,0.066,,-1.1,-0.3,-1.4,0.0,1974,True
52,Bob McAdoo*,C,22,BUF,6,271,21.1,0.529,,0.296,4.9,23.4,14.3,5.2,1.0,2.3,,,,0.5,0.4,1.0,0.174,,3.3,0.7,4.0,0.4,1974,True
53,Jon McGlocklin,SG,30,MIL,14,333,12.1,0.509,,0.099,0.4,4.4,2.6,18.2,0.9,0.2,,,,0.3,0.2,0.6,0.083,,-0.2,-0.9,-1.1,0.1,1974,True
54,Jim McMillian,SF,25,BUF,6,224,12.1,0.439,,0.174,10.2,12.1,11.2,7.2,0.8,0.2,,,,0.1,0.2,0.3,0.063,,0.5,-0.9,-0.4,0.1,1974,True
55,Dean Meminger,SG,25,NYK,12,179,7.2,0.336,,0.156,5.1,9.4,7.1,18.7,1.1,0.0,,,,-0.2,0.1,-0.1,-0.026,,-2.8,-0.1,-2.9,0.0,1974,True
56,John Mengelt,SG,24,DET,4,39,18.2,0.485,,0.571,5.7,12.4,9.3,22.4,2.6,0.0,,,,0.0,0.1,0.1,0.095,,-0.2,1.5,1.2,0.0,1974,True
57,Earl Monroe*,SG,29,NYK,12,407,17.8,0.552,,0.333,2.0,11.0,6.3,10.1,1.0,1.2,,,,1.0,0.2,1.2,0.143,,2.7,0.2,2.9,0.5,1974,True
58,Don Nelson*,SF,33,BOS,18,467,15.0,0.547,,0.323,5.7,16.1,11.0,10.9,0.8,0.3,,,,0.9,0.7,1.6,0.16,,2.2,-0.2,2.0,0.5,1974,True
59,Willie Norwood,SF,26,DET,5,31,21.2,0.705,,0.364,3.6,6.3,5.0,5.5,1.6,1.7,,,,0.1,0.0,0.2,0.233,,2.4,2.4,4.8,0.1,1974,True
60,Curtis Perry,PF,25,MIL,16,296,13.5,0.509,,0.13,13.5,15.6,14.7,5.5,1.6,0.4,,,,0.3,0.4,0.7,0.119,,-0.1,-0.5,-0.6,0.1,1974,True
61,Howard Porter,SF,25,CHI,11,150,10.2,0.331,,0.068,9.5,23.1,15.5,5.5,1.3,1.9,,,,-0.4,0.1,-0.4,-0.112,,-4.8,-2.3,-7.1,-0.2,1974,True
62,Kevin Porter,PG,23,CAP,7,195,13.4,0.411,,0.165,5.5,3.7,4.6,25.4,2.1,0.0,,,,-0.2,0.1,0.0,-0.005,,-1.8,-1.2,-3.0,0.0,1974,True
63,Jim Price,PG,24,LAL,5,161,9.8,0.411,,0.197,4.3,7.2,5.6,13.2,2.0,0.0,,,,-0.2,0.0,-0.1,-0.043,,-4.5,-0.2,-4.6,-0.1,1974,True
64,Clifford Ray,C,25,CHI,11,362,17.6,0.493,,0.147,11.6,25.7,17.8,15.0,1.9,3.3,,,,0.5,0.3,0.8,0.103,,0.5,2.3,2.9,0.5,1974,True
65,Willis Reed*,C,31,NYK,11,132,5.4,0.392,,0.111,3.1,15.3,8.9,4.5,0.7,0.0,,,,-0.2,0.1,-0.2,-0.057,,-6.2,-0.9,-7.1,-0.2,1974,True
66,Pat Riley*,SG,28,LAL,5,106,8.1,0.377,,0.08,2.4,3.0,2.7,15.8,1.7,0.0,,,,-0.2,0.0,-0.2,-0.079,,-4.4,-1.1,-5.5,-0.1,1974,True
67,Mike Riordan,SF,28,CAP,7,267,9.9,0.457,,0.184,2.8,6.5,4.7,9.4,0.8,0.4,,,,0.1,0.1,0.2,0.036,,-1.9,-0.8,-2.6,0.0,1974,True
68,Oscar Robertson*,PG,35,MIL,16,689,15.1,0.503,,0.26,2.6,5.6,4.2,28.4,1.1,0.3,,,,1.0,0.5,1.5,0.106,,1.8,-1.0,0.8,0.5,1974,True
69,Curtis Rowe,PF,24,DET,7,229,11.7,0.502,,0.25,7.8,15.3,11.8,6.8,0.7,1.4,,,,0.2,0.3,0.4,0.089,,0.4,0.6,1.0,0.2,1974,True
70,Paul Silas,PF,30,BOS,18,574,13.0,0.482,,0.421,9.9,25.2,17.6,10.5,1.1,0.8,,,,0.5,1.1,1.6,0.132,,1.5,0.8,2.4,0.6,1974,True
71,Jerry Sloan*,SG,31,CHI,6,240,16.0,0.496,,0.33,7.1,21.9,13.7,8.0,1.4,0.2,,,,0.4,0.1,0.4,0.086,,0.6,0.0,0.6,0.2,1974,True
72,Elmore Smith,C,24,LAL,5,171,19.7,0.503,,0.193,9.6,20.9,14.7,6.7,1.9,2.4,,,,0.2,0.1,0.4,0.1,,1.5,0.4,1.8,0.2,1974,True
73,Randy Smith,SG,25,BUF,6,227,11.2,0.43,,0.222,2.1,8.6,5.4,15.8,1.9,0.2,,,,-0.1,0.2,0.1,0.026,,-2.1,0.7,-1.4,0.0,1974,True
74,George Trapp,PF,25,DET,7,119,17.1,0.598,,0.039,3.8,14.7,9.6,3.0,0.0,2.3,,,,0.3,0.1,0.4,0.158,,0.8,0.5,1.3,0.1,1974,True
75,Wes Unseld*,C,27,CAP,7,297,13.8,0.51,,0.238,8.0,21.8,15.0,12.8,0.7,0.2,,,,0.4,0.3,0.7,0.113,,1.9,0.4,2.3,0.3,1974,True
76,Norm Van Lier,PG,26,CHI,11,466,14.8,0.489,,0.326,2.2,9.2,5.3,24.6,1.8,0.4,,,,0.5,0.0,0.5,0.052,,-0.7,0.1,-0.6,0.2,1974,True
77,Chet Walker*,SF,33,CHI,11,403,20.7,0.594,,0.497,6.1,10.4,8.0,7.7,1.2,0.1,,,,1.6,-0.1,1.6,0.188,,4.1,-0.5,3.6,0.6,1974,True
78,Cornell Warner,C,25,MIL,16,505,9.6,0.448,,0.171,8.2,24.9,17.3,5.0,0.7,1.5,,,,-0.2,0.9,0.7,0.07,,-2.1,0.5,-1.6,0.1,1974,True
79,Kermit Washington,PF,22,LAL,3,14,48.8,0.533,,0.636,55.5,7.5,33.9,17.4,3.3,0.0,,,,0.1,0.0,0.1,0.272,,19.6,-4.4,15.2,0.1,1974,True
80,Nick Weatherspoon,SF,23,CAP,7,87,11.2,0.472,,0.263,13.6,18.9,16.3,0.0,1.2,1.2,,,,0.0,0.1,0.1,0.078,,-0.9,-0.6,-1.5,0.0,1974,True
81,Bob Weiss,SG,31,CHI,11,251,7.2,0.339,,0.081,1.9,7.1,4.2,18.4,1.4,0.2,,,,-0.3,0.0,-0.4,-0.069,,-4.6,-0.6,-5.2,-0.2,1974,True
82,Walt Wesley,C,29,CAP,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,-0.003,,-1.2,-1.9,-3.1,0.0,1974,True
83,Jerry West*,PG,35,LAL,1,14,-1.6,0.222,,0.0,0.0,15.0,6.8,11.5,0.0,0.0,,,,-0.1,0.0,-0.1,-0.302,,-11.8,-4.6,-16.4,-0.1,1974,True
84,Paul Westphal*,SG,23,BOS,18,241,13.0,0.483,,0.15,2.7,6.5,4.6,19.1,1.6,0.4,,,,0.1,0.3,0.5,0.09,,0.1,0.0,0.1,0.1,1974,True
85,Jo Jo White*,PG,27,BOS,18,765,11.9,0.451,,0.148,2.4,7.9,5.2,18.5,0.9,0.1,,,,0.3,0.9,1.2,0.076,,0.4,-1.0,-0.6,0.3,1974,True
86,Art Williams,PG,34,BOS,12,96,18.0,0.442,,0.296,4.5,20.7,12.7,39.7,3.4,0.0,,,,0.0,0.2,0.2,0.114,,0.2,2.7,2.9,0.1,1974,True
87,Ron Williams,PG,29,MIL,15,354,12.8,0.497,,0.164,2.0,5.8,4.1,18.1,1.2,0.5,,,,0.3,0.3,0.6,0.083,,-0.9,-0.6,-1.5,0.0,1974,True
