Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,season,is_playoff
1,Paul Arizin*,SF,23,PHW,3,120,29.5,0.57,,0.623,,,,18.0,,,,,,0.6,-0.1,0.5,0.198,,,,,,1952,True
2,Leo Barnhorst,SF,27,INO,2,85,13.9,0.418,,0.206,,,,21.4,,,,,,-0.1,0.1,0.1,0.036,,,,,,1952,True
3,Nelson Bobb,PG,27,PHW,3,29,2.0,0.385,,1.667,,,,6.4,,,,,,0.0,0.0,0.0,-0.049,,,,,,1952,True
4,Bob Brannum,PF,25,BOS,3,48,0.1,0.307,,0.5,,,,11.7,,,,,,-0.1,0.0,-0.1,-0.111,,,,,,1952,True
5,Frankie Brian,SG,28,FTW,2,81,4.0,0.319,,0.25,,,,19.4,,,,,,-0.2,0.0,-0.2,-0.109,,,,,,1952,True
6,Walt Budko,PF,26,PHW,3,58,11.5,0.468,,0.5,,,,18.5,,,,,,0.0,0.0,0.0,-0.003,,,,,,1952,True
7,Gerry Calabrese,SG,26,SYR,6,53,11.0,0.466,,0.167,,,,18.4,,,,,,0.0,0.1,0.1,0.088,,,,,,1952,True
8,Al Cervi*,PG,34,SYR,7,88,13.8,0.449,,0.767,,,,32.9,,,,,,0.0,0.1,0.2,0.088,,,,,,1952,True
9,Nat Clifton*,PF,29,NYK,14,462,12.4,0.397,,0.571,,,,15.2,,,,,,-0.5,0.4,-0.1,-0.015,,,,,,1952,True
10,Bill Closs,SF,30,FTW,1,21,19.4,0.342,,0.5,,,,31.8,,,,,,0.0,0.0,0.0,-0.049,,,,,,1952,True
11,Jack Coleman,PF,27,ROC,6,247,17.4,0.441,,0.305,,,,30.6,,,,,,0.0,0.6,0.6,0.121,,,,,,1952,True
12,Chuck Cooper*,SF,25,BOS,3,128,8.0,0.495,,0.76,,,,5.6,,,,,,0.1,0.0,0.1,0.055,,,,,,1952,True
13,Bob Cousy*,PG,23,BOS,3,138,25.4,0.551,,0.677,,,,32.1,,,,,,0.6,0.0,0.7,0.227,,,,,,1952,True
14,Bob Davies*,PG,32,ROC,6,233,20.6,0.512,,0.598,,,,30.0,,,,,,0.6,0.3,0.9,0.187,,,,,,1952,True
15,Dick Dickey,PG,25,BOS,3,31,6.4,0.361,,0.875,,,,27.6,,,,,,0.0,0.0,0.0,-0.06,,,,,,1952,True
16,Bob Donham,SG,25,BOS,3,112,11.5,0.501,,0.947,,,,28.3,,,,,,0.1,0.0,0.2,0.071,,,,,,1952,True
17,Dike Eddleman,SF,29,FTW,2,37,11.3,0.419,,0.438,,,,22.4,,,,,,0.0,0.0,0.0,-0.009,,,,,,1952,True
18,Jake Fendley,SG,22,FTW,1,4,-3.4,0.25,,0.0,,,,63.2,,,,,,-0.1,0.0,-0.1,-0.601,,,,,,1952,True
19,Larry Foust,C,23,FTW,2,77,22.8,0.575,,0.304,,,,13.3,,,,,,0.2,0.1,0.3,0.194,,,,,,1952,True
20,Joe Fulks*,PF,30,PHW,3,70,-3.7,0.23,,0.273,,,,5.7,,,,,,-0.5,0.0,-0.6,-0.398,,,,,,1952,True
21,Bill Gabor,SG,29,SYR,7,80,11.5,0.425,,0.485,,,,27.1,,,,,,0.0,0.1,0.0,0.028,,,,,,1952,True
22,Harry Gallatin*,PF,24,NYK,14,471,16.4,0.5,,0.541,,,,8.7,,,,,,0.6,0.3,0.9,0.096,,,,,,1952,True
23,Vern Gardner,SG,26,PHW,3,77,11.2,0.503,,0.579,,,,8.1,,,,,,0.1,0.0,0.1,0.037,,,,,,1952,True
24,Joe Graboski,C,22,INO,2,96,18.1,0.421,,0.313,,,,7.7,,,,,,-0.1,0.2,0.1,0.04,,,,,,1952,True
25,Alex Hannum*,PF,28,ROC,6,146,7.8,0.419,,0.31,,,,12.2,,,,,,-0.1,0.2,0.1,0.041,,,,,,1952,True
26,Bob Harris,PF,24,BOS,3,87,11.5,0.496,,0.238,,,,9.0,,,,,,0.1,0.0,0.1,0.063,,,,,,1952,True
27,Bob Harrison,SG,24,MNL,12,235,12.9,0.49,,0.25,,,,21.9,,,,,,0.3,0.3,0.6,0.131,,,,,,1952,True
28,Lew Hitch,PF,22,MNL,13,152,9.8,0.35,,0.84,,,,11.1,,,,,,-0.2,0.3,0.1,0.035,,,,,,1952,True
29,Joe Holland,SF,26,INO,1,1,0.0,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.018,,,,,,1952,True
30,Red Holzman*,PG,31,ROC,6,65,-1.9,0.198,,0.4,,,,6.0,,,,,,-0.3,0.1,-0.3,-0.195,,,,,,1952,True
31,Joe Hutton,SG,23,MNL,12,139,10.4,0.469,,0.483,,,,17.0,,,,,,0.1,0.2,0.3,0.098,,,,,,1952,True
32,Arnie Johnson,SF,31,ROC,6,166,13.8,0.475,,1.185,,,,28.3,,,,,,0.1,0.3,0.5,0.133,,,,,,1952,True
33,Ralph Johnson,PG,30,FTW,2,70,5.1,0.363,,0.043,,,,18.8,,,,,,-0.1,0.0,-0.1,-0.067,,,,,,1952,True
34,Neil Johnston*,C,22,PHW,3,32,21.2,0.592,,0.8,,,,7.6,,,,,,0.1,0.0,0.1,0.171,,,,,,1952,True
35,Wah Wah Jones,PF,25,INO,1,8,-3.4,0.333,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,-0.135,,,,,,1952,True
36,Noble Jorgensen,C,26,SYR,7,150,11.8,0.465,,0.596,,,,7.1,,,,,,0.1,0.1,0.2,0.078,,,,,,1952,True
37,George Kaftan,SF,23,NYK,13,232,12.6,0.473,,0.636,,,,20.8,,,,,,0.2,0.1,0.3,0.071,,,,,,1952,True
38,Jack Kerris,PF,27,FTW,2,63,16.8,0.434,,1.0,,,,26.7,,,,,,0.0,0.1,0.0,0.037,,,,,,1952,True
39,Jack Kiley,SG,23,FTW,1,2,25.0,0.333,,0.0,,,,100.0,,,,,,0.0,0.0,0.0,-0.499,,,,,,1952,True
40,George King,PG,23,SYR,6,207,11.7,0.43,,0.519,,,,20.0,,,,,,0.0,0.2,0.2,0.048,,,,,,1952,True
41,Bob Lavoy,PF,25,INO,2,78,13.3,0.393,,0.296,,,,10.5,,,,,,-0.1,0.2,0.0,0.029,,,,,,1952,True
42,Don Lofgran,SF,22,INO,2,10,-21.2,0.0,,0.0,,,,0.0,,,,,,-0.1,0.0,-0.1,-0.464,,,,,,1952,True
43,Ray Lumpp,SG,28,NYK,12,194,5.8,0.383,,0.472,,,,15.4,,,,,,-0.2,0.1,-0.2,-0.039,,,,,,1952,True
44,Ed Macauley*,C,23,BOS,3,129,25.4,0.61,,0.388,,,,20.9,,,,,,0.6,0.1,0.7,0.251,,,,,,1952,True
45,John Mahnken,C,29,BOS,3,50,3.7,0.363,,0.857,,,,10.4,,,,,,0.0,0.0,0.0,-0.028,,,,,,1952,True
46,Slater Martin*,PG,26,MNL,13,523,9.4,0.434,,0.509,,,,20.5,,,,,,0.0,0.7,0.7,0.068,,,,,,1952,True
47,Al McGuire*,PG,23,NYK,13,208,9.1,0.477,,0.529,,,,14.3,,,,,,0.2,0.1,0.3,0.059,,,,,,1952,True
48,Dick McGuire*,PG,26,NYK,14,546,16.0,0.501,,0.804,,,,34.3,,,,,,0.8,0.4,1.1,0.1,,,,,,1952,True
49,Bones McKinney,SF,33,BOS,3,20,-3.4,0.222,,0.0,,,,19.3,,,,,,-0.1,0.0,-0.1,-0.284,,,,,,1952,True
50,Ed Mikan,C,26,PHW,3,74,8.3,0.399,,0.318,,,,5.7,,,,,,-0.1,-0.1,-0.1,-0.083,,,,,,1952,True
51,George Mikan*,C,27,MNL,13,553,27.6,0.477,,0.529,,,,15.7,,,,,,0.9,1.5,2.4,0.206,,,,,,1952,True
52,Vern Mikkelsen*,PF,23,MNL,13,495,16.8,0.517,,0.46,,,,8.5,,,,,,1.0,0.9,1.9,0.18,,,,,,1952,True
53,Ralph O'Brien,SG,23,INO,2,49,16.0,0.568,,0.455,,,,12.2,,,,,,0.1,0.1,0.2,0.177,,,,,,1952,True
54,Wally Osterkorn,SF,23,SYR,7,249,12.1,0.422,,0.701,,,,15.9,,,,,,-0.1,0.3,0.2,0.045,,,,,,1952,True
55,Mel Payton,SF,25,PHW,3,18,8.1,0.694,,1.0,,,,10.8,,,,,,0.1,0.0,0.0,0.111,,,,,,1952,True
56,Andy Phillip*,SG,29,PHW,3,122,17.4,0.592,,1.263,,,,35.8,,,,,,0.3,-0.1,0.3,0.103,,,,,,1952,True
57,Jim Pollard*,SF,29,MNL,11,469,16.2,0.454,,0.289,,,,15.8,,,,,,0.2,0.7,0.9,0.096,,,,,,1952,True
58,Ray Ragelis,SF,23,ROC,3,7,3.6,0.0,,0.0,,,,25.5,,,,,,0.0,0.0,0.0,-0.134,,,,,,1952,True
59,George Ratkovicz,PF,29,SYR,6,59,9.4,0.378,,1.333,,,,9.9,,,,,,-0.1,0.1,0.0,-0.003,,,,,,1952,True
60,Arnie Risen*,C,27,ROC,6,229,19.3,0.477,,0.494,,,,9.5,,,,,,0.2,0.5,0.7,0.148,,,,,,1952,True
61,Red Rocha,C,28,SYR,7,276,15.5,0.507,,0.537,,,,8.1,,,,,,0.5,0.3,0.8,0.134,,,,,,1952,True
62,Pep Saul,SG,27,MNL,13,530,13.3,0.517,,0.397,,,,17.4,,,,,,0.9,0.7,1.5,0.139,,,,,,1952,True
63,Fred Schaus,SF,26,FTW,2,90,13.9,0.402,,0.229,,,,30.4,,,,,,-0.1,0.1,0.0,-0.019,,,,,,1952,True
64,Dolph Schayes*,PF,23,SYR,7,248,27.6,0.567,,0.857,,,,14.0,,,,,,1.1,0.4,1.5,0.284,,,,,,1952,True
