Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,season,is_playoff
1,Paul Arizin*,SF,31,PHW,9,371,20.8,0.516,,0.405,,,,12.3,,,,,,1.2,0.5,1.7,0.223,,,,,,1960,True
2,Dick Barnett*,SG,23,SYR,3,64,10.1,0.365,,0.184,,,,9.0,,,,,,-0.1,0.0,-0.1,-0.09,,,,,,1960,True
3,Elgin Baylor*,SF,25,MNL,9,408,26.2,0.547,,0.402,,,,14.2,,,,,,2.0,0.2,2.2,0.265,,,,,,1960,True
4,Ernie Beck,SG,28,PHW,4,22,14.4,0.424,,0.111,,,,17.8,,,,,,0.0,0.0,0.0,0.092,,,,,,1960,True
5,Al Bianchi,PG,27,SYR,2,18,-7.6,0.0,,0.0,,,,18.9,,,,,,-0.2,0.0,-0.2,-0.463,,,,,,1960,True
6,Barney Cable,SF,24,SYR,3,63,8.5,0.4,,0.571,,,,2.0,,,,,,0.0,0.0,0.0,-0.014,,,,,,1960,True
7,Wilt Chamberlain*,C,23,PHW,9,415,27.0,0.498,,0.437,,,,7.1,,,,,,1.2,0.9,2.1,0.241,,,,,,1960,True
8,Gene Conley,PF,29,BOS,13,269,10.4,0.43,,0.25,,,,1.4,,,,,,0.0,0.6,0.6,0.114,,,,,,1960,True
9,Ed Conlin,SG,26,DET,2,20,6.7,0.368,,0.2,,,,0.0,,,,,,0.0,0.0,0.0,-0.058,,,,,,1960,True
10,Larry Costello*,PG,28,SYR,3,122,13.5,0.478,,0.255,,,,22.8,,,,,,0.2,0.0,0.2,0.077,,,,,,1960,True
11,Bob Cousy*,PG,31,BOS,13,468,12.7,0.35,,0.195,,,,32.7,,,,,,-0.9,1.2,0.2,0.023,,,,,,1960,True
12,Archie Dees,PF,23,DET,2,18,15.8,0.413,,0.25,,,,18.8,,,,,,0.0,0.0,0.0,0.031,,,,,,1960,True
13,Connie Dierking,C,23,SYR,3,32,6.6,0.294,,0.05,,,,4.5,,,,,,-0.1,0.0,-0.1,-0.211,,,,,,1960,True
14,Walter Dukes,C,29,DET,2,78,24.1,0.59,,0.71,,,,4.2,,,,,,0.4,0.1,0.5,0.284,,,,,,1960,True
15,Boo Ellis,PF,23,MNL,3,36,6.7,0.296,,0.8,,,,7.4,,,,,,-0.1,0.0,-0.1,-0.101,,,,,,1960,True
16,Ray Felix,C,29,MNL,8,147,13.0,0.5,,0.61,,,,8.8,,,,,,0.2,0.1,0.3,0.111,,,,,,1960,True
17,Al Ferrari,SG,26,STL,9,142,7.5,0.436,,0.474,,,,14.7,,,,,,0.1,0.0,0.1,0.025,,,,,,1960,True
18,Bob Ferry,C,22,STL,11,56,12.2,0.543,,0.368,,,,0.0,,,,,,0.1,0.0,0.2,0.132,,,,,,1960,True
19,Larry Foust,C,31,STL,12,205,12.1,0.459,,0.338,,,,7.9,,,,,,0.2,0.0,0.2,0.052,,,,,,1960,True
20,Tom Gola*,SG,27,PHW,9,340,14.6,0.479,,0.353,,,,17.9,,,,,,0.5,0.6,1.1,0.149,,,,,,1960,True
21,Joe Graboski,PF,30,PHW,9,129,5.4,0.331,,0.155,,,,8.6,,,,,,-0.3,0.2,-0.1,-0.049,,,,,,1960,True
22,Si Green,PG,26,STL,14,565,15.0,0.501,,0.339,,,,22.9,,,,,,1.0,0.1,1.1,0.098,,,,,,1960,True
23,Hal Greer*,SG,23,SYR,3,84,19.0,0.525,,0.093,,,,19.2,,,,,,0.3,0.0,0.3,0.148,,,,,,1960,True
24,Gene Guarilia,SF,22,BOS,7,41,12.4,0.339,,0.333,,,,8.8,,,,,,-0.1,0.1,0.0,0.027,,,,,,1960,True
25,Cliff Hagan*,SF,28,STL,14,544,19.5,0.493,,0.368,,,,16.7,,,,,,1.4,0.1,1.5,0.135,,,,,,1960,True
26,Vern Hatton,SG,24,PHW,6,17,3.9,0.314,,0.231,,,,8.3,,,,,,-0.1,0.0,-0.1,-0.187,,,,,,1960,True
27,Tom Hawkins,SF,23,MNL,8,119,13.8,0.557,,0.4,,,,4.0,,,,,,0.4,0.0,0.5,0.184,,,,,,1960,True
28,Tom Heinsohn*,PF,25,BOS,13,423,19.9,0.47,,0.3,,,,9.6,,,,,,0.8,0.9,1.7,0.192,,,,,,1960,True
