Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,season,is_playoff
1,Precious Achiuwa,PF,21,MIA,3,12,8.1,0.608,0.0,1.0,0.0,50.8,24.3,0.0,0.0,15.2,41.0,35.7,,-0.1,0.0,-0.1,-0.309,,-11.3,2.8,-8.5,0.0,2021,True
2,Bam Adebayo,C,23,MIA,4,136,14.9,0.494,0.0,0.228,9.6,17.2,13.2,23.8,1.8,1.3,14.9,23.8,,-0.1,0.1,0.0,0.011,,0.4,0.5,0.9,0.1,2021,True
3,Ty-Shon Alexander,SG,22,PHO,1,1,79.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.7,,0.0,0.0,0.0,1.248,,23.7,5.9,29.5,0.0,2021,True
4,Grayson Allen,SG,25,MEM,5,116,5.3,0.478,0.636,0.03,2.6,10.4,6.2,1.1,0.8,0.9,2.9,12.5,,0.0,-0.1,-0.1,-0.035,,-3.7,-2.1,-5.7,-0.1,2021,True
5,Kyle Anderson,PF,27,MEM,5,142,13.7,0.48,0.286,0.095,2.9,17.8,9.7,14.2,4.8,0.0,8.4,14.2,,0.0,0.1,0.1,0.042,,0.0,2.4,2.4,0.2,2021,True
6,Giannis Antetokounmpo,PF,26,MIL,21,800,27.6,0.599,0.159,0.469,7.8,28.7,18.0,24.3,1.3,2.9,10.8,31.8,,2.0,1.7,3.7,0.224,,6.7,3.2,9.9,2.4,2021,True
7,Thanasis Antetokounmpo,SF,28,MIL,13,45,10.0,0.467,0.0,0.857,7.0,17.0,11.9,8.1,5.5,4.1,23.7,12.0,,0.0,0.1,0.1,0.116,,-7.5,6.4,-1.1,0.0,2021,True
8,Carmelo Anthony*,PF,36,POR,6,143,12.2,0.571,0.617,0.183,1.7,13.4,7.7,9.4,0.7,0.6,9.7,22.7,,0.1,0.0,0.1,0.023,,0.3,-2.1,-1.8,0.0,2021,True
9,Trevor Ariza,SF,35,MIA,4,96,4.0,0.413,0.739,0.0,1.9,22.2,11.7,3.2,1.5,1.0,11.5,11.9,,-0.2,0.1,-0.1,-0.031,,-5.7,1.0,-4.7,-0.1,2021,True
10,Deandre Ayton,C,22,PHO,22,801,19.5,0.674,0.0,0.226,9.9,25.3,18.1,4.7,1.1,2.8,9.8,16.3,,1.9,1.5,3.4,0.203,,2.1,0.9,3.0,1.0,2021,True
11,Udoka Azubuike,C,21,UTA,1,1,12.0,,,,0.0,100.0,58.1,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.116,,2.2,1.8,3.9,0.0,2021,True
12,Desmond Bane,SG,22,MEM,5,99,14.2,0.737,0.632,0.0,2.1,18.3,9.5,12.5,1.9,2.2,13.6,9.4,,0.2,0.0,0.2,0.093,,1.8,1.9,3.7,0.1,2021,True
13,RJ Barrett,SG,20,NYK,5,162,14.2,0.489,0.418,0.224,2.5,22.3,11.8,16.6,1.3,1.2,2.6,20.7,,0.1,0.3,0.3,0.104,,0.5,2.6,3.2,0.2,2021,True
14,Will Barton,SF,30,DEN,3,83,15.7,0.547,0.488,0.093,1.3,17.7,8.8,15.3,1.2,1.1,8.2,25.6,,0.0,0.0,0.1,0.03,,1.9,0.4,2.3,0.1,2021,True
15,Nicolas Batum,SF,32,LAC,19,555,14.9,0.642,0.661,0.211,4.0,17.7,10.9,9.8,2.2,1.8,4.8,10.5,,1.2,0.6,1.8,0.155,,2.0,2.2,4.3,0.9,2021,True
16,Bradley Beal,SG,27,WAS,5,195,17.5,0.54,0.26,0.293,3.2,14.5,8.7,19.3,1.0,1.2,12.6,34.1,,-0.1,0.0,0.0,-0.01,,3.9,-2.3,1.6,0.2,2021,True
17,DÄvis BertÄns,PF,28,WAS,4,106,8.5,0.615,0.852,0.259,0.0,11.7,5.6,1.3,0.4,1.5,3.2,12.3,,0.1,0.0,0.1,0.057,,-1.6,-1.1,-2.7,0.0,2021,True
18,Patrick Beverley,PG,32,LAC,17,323,12.0,0.56,0.544,0.206,4.0,10.6,7.3,10.3,1.9,3.6,5.1,11.3,,0.5,0.3,0.8,0.116,,-0.4,1.9,1.6,0.3,2021,True
19,Nemanja Bjelica,PF,32,MIA,2,30,22.1,0.66,0.727,0.545,3.1,13.5,8.1,12.1,3.2,3.0,0.0,20.0,,0.1,0.0,0.1,0.221,,6.4,3.7,10.1,0.1,2021,True
20,Keljin Blevins,SF,25,POR,2,4,5.8,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,,0.0,0.0,0.0,-0.07,,-9.3,-3.2,-12.5,0.0,2021,True
21,Bogdan BogdanoviÄ,SG,28,ATL,18,598,10.9,0.493,0.574,0.068,2.0,11.6,6.8,13.4,2.4,0.7,9.5,21.0,,-0.4,0.9,0.5,0.037,,-0.1,0.5,0.4,0.4,2021,True
22,Bojan BogdanoviÄ,SF,31,UTA,11,390,13.8,0.642,0.555,0.299,1.9,11.7,7.0,6.2,1.3,0.0,12.9,20.2,,0.6,0.0,0.5,0.067,,1.1,-0.6,0.5,0.2,2021,True
23,Bol Bol,PF,21,DEN,3,6,5.7,0.0,1.0,0.0,0.0,20.4,9.4,38.8,0.0,0.0,0.0,7.3,,0.0,0.0,0.0,-0.042,,-0.5,3.3,2.8,0.0,2021,True
24,Isaac Bonga,SF,21,WAS,4,10,-15.3,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,20.9,,-0.1,0.0,-0.1,-0.497,,-13.8,-6.2,-20.0,0.0,2021,True
25,Devin Booker,SG,24,PHO,22,889,16.1,0.558,0.289,0.31,2.0,12.9,7.8,18.3,1.0,0.4,13.1,31.8,,0.1,1.1,1.2,0.066,,0.7,-1.1,-0.4,0.4,2021,True
26,Jarrell Brantley,PF,24,UTA,2,3,-19.3,0.266,0.0,2.0,0.0,37.2,19.4,0.0,0.0,0.0,34.7,42.5,,0.0,0.0,0.0,-0.754,,-19.3,-8.8,-28.1,0.0,2021,True
27,Mikal Bridges,SF,24,PHO,22,707,12.9,0.603,0.5,0.147,3.3,11.0,7.4,7.1,1.6,2.0,7.3,14.1,,0.8,1.0,1.8,0.125,,0.8,0.9,1.7,0.7,2021,True
28,Dillon Brooks,SF,25,MEM,5,175,20.6,0.595,0.206,0.268,2.9,11.0,6.6,9.9,1.9,1.2,7.7,28.3,,0.3,0.0,0.3,0.08,,2.3,0.3,2.6,0.2,2021,True
29,Bruce Brown,PG,24,BRK,12,277,14.0,0.552,0.139,0.203,9.6,14.5,12.2,13.0,1.4,1.6,11.3,15.9,,0.4,0.4,0.8,0.137,,-0.3,1.0,0.7,0.2,2021,True
30,Jalen Brunson,PG,24,DAL,7,114,15.3,0.563,0.295,0.295,5.8,12.9,9.2,13.7,0.0,0.0,7.4,21.4,,0.2,0.0,0.2,0.071,,2.2,-2.1,0.1,0.1,2021,True
31,Elijah Bryant,SG,25,MIL,11,50,7.5,0.35,0.4,0.0,4.2,21.9,12.9,11.0,2.0,1.8,9.1,18.9,,-0.1,0.1,0.0,-0.018,,-4.6,1.0,-3.6,0.0,2021,True
32,Reggie Bullock,SF,29,NYK,5,162,7.5,0.534,0.744,0.128,3.1,8.3,5.6,5.9,0.9,0.6,8.8,12.4,,0.0,0.2,0.2,0.061,,-2.4,1.1,-1.2,0.0,2021,True
33,Trey Burke,PG,28,DAL,2,17,-12.6,0.063,0.429,0.286,6.5,0.0,3.4,7.2,0.0,0.0,0.0,21.0,,-0.1,0.0,-0.1,-0.417,,-11.9,-6.8,-18.7,-0.1,2021,True
34,Alec Burks,SG,29,NYK,5,128,16.0,0.544,0.429,0.339,3.9,17.6,10.3,19.2,0.4,0.0,5.9,23.7,,0.2,0.1,0.3,0.12,,2.3,1.6,3.9,0.2,2021,True
35,Jimmy Butler,SF,31,MIA,4,154,9.7,0.394,0.234,0.344,3.6,15.8,9.5,30.7,1.6,0.6,10.9,23.6,,-0.3,0.1,-0.2,-0.064,,-0.9,-0.5,-1.4,0.0,2021,True
36,Kentavious Caldwell-Pope,SG,27,LAL,5,146,5.9,0.497,0.655,0.172,1.5,9.7,5.4,5.4,1.8,0.0,6.0,10.1,,0.0,0.2,0.2,0.057,,-4.7,1.1,-3.6,-0.1,2021,True
37,Facundo Campazzo,PG,29,DEN,10,270,12.4,0.565,0.649,0.257,2.7,10.4,6.3,20.2,2.6,1.4,15.4,15.7,,0.3,0.1,0.4,0.064,,-1.8,1.5,-0.3,0.1,2021,True
38,Vlatko ÄanÄar,PF,23,DEN,5,21,25.5,1.058,0.333,1.667,0.0,17.5,8.1,6.6,2.4,4.5,16.1,12.8,,0.1,0.0,0.1,0.241,,6.6,5.4,12.0,0.1,2021,True
39,Clint Capela,C,26,ATL,18,569,15.8,0.591,0.0,0.287,11.8,26.6,19.3,4.5,1.0,2.9,10.5,13.3,,0.8,1.0,1.7,0.147,,0.8,0.5,1.3,0.5,2021,True
40,Jevon Carter,PG,25,PHO,7,22,6.5,0.338,0.25,0.25,0.0,9.6,5.1,25.4,0.0,0.0,0.0,18.4,,0.0,0.0,0.0,-0.041,,-3.4,-0.9,-4.2,0.0,2021,True
41,Alex Caruso,PG,26,LAL,6,121,3.0,0.45,0.447,0.053,1.8,5.9,3.7,4.1,0.4,3.2,15.3,16.9,,-0.3,0.1,-0.1,-0.055,,-5.4,-0.3,-5.7,-0.1,2021,True
42,Willie Cauley-Stein,C,27,DAL,6,63,14.0,0.727,0.0,0.333,5.3,25.3,14.8,6.6,1.7,6.9,22.5,9.6,,0.1,0.1,0.1,0.107,,-2.5,3.4,0.8,0.0,2021,True
43,Chris Chiozza,PG,25,BRK,6,19,0.7,0.357,0.429,0.0,0.0,5.6,2.9,7.2,2.6,0.0,12.5,19.1,,-0.1,0.0,0.0,-0.106,,-7.5,-0.6,-8.1,0.0,2021,True
44,Brandon Clarke,PF,24,MEM,2,9,9.9,0.5,0.0,0.0,0.0,13.4,6.1,0.0,0.0,11.9,0.0,9.4,,0.0,0.0,0.0,-0.001,,-2.9,0.3,-2.6,0.0,2021,True
45,Jordan Clarkson,SG,28,UTA,11,298,14.1,0.547,0.588,0.158,2.4,10.5,6.6,9.5,1.2,0.9,11.5,29.7,,0.0,0.0,0.0,-0.003,,0.9,-2.4,-1.5,0.0,2021,True
46,Nic Claxton,C,21,BRK,12,130,13.5,0.495,0.0,0.103,12.4,15.5,14.0,7.4,1.5,8.3,11.7,12.0,,0.1,0.3,0.4,0.136,,-2.6,2.2,-0.4,0.1,2021,True
47,Amir Coffey,SG,23,LAC,10,16,18.1,0.788,0.25,0.25,0.0,14.3,7.2,10.0,3.2,0.0,18.4,15.8,,0.0,0.0,0.0,0.117,,3.1,3.7,6.7,0.0,2021,True
48,John Collins,PF,23,ATL,18,576,15.3,0.632,0.308,0.198,6.9,22.7,14.9,4.4,0.7,1.6,10.4,17.0,,0.9,0.8,1.7,0.14,,1.1,-0.2,0.9,0.4,2021,True
49,Mike Conley,PG,33,UTA,6,176,18.5,0.613,0.544,0.235,2.1,11.4,6.9,39.4,0.3,1.5,15.7,22.4,,0.6,0.0,0.6,0.153,,4.2,-1.2,3.0,0.2,2021,True
50,Pat Connaughton,SG,28,MIL,23,546,11.2,0.633,0.798,0.109,5.6,14.4,9.9,4.8,0.9,1.0,8.8,10.7,,0.8,0.8,1.6,0.143,,-0.1,0.9,0.8,0.4,2021,True
51,DeMarcus Cousins,C,30,LAC,7,58,25.6,0.55,0.238,0.333,12.2,15.7,14.0,17.7,1.8,5.0,9.4,42.7,,0.1,0.1,0.1,0.115,,0.6,-0.3,0.4,0.0,2021,True
52,Robert Covington,PF,30,POR,6,228,11.5,0.693,0.611,0.278,4.7,18.8,11.9,4.0,2.0,2.4,16.5,9.6,,0.3,0.1,0.4,0.078,,0.0,1.3,1.3,0.2,2021,True
53,Torrey Craig,SF,30,PHO,22,266,10.0,0.539,0.493,0.173,8.4,17.4,13.2,4.6,0.2,2.8,11.0,15.6,,0.1,0.4,0.4,0.081,,-1.8,-0.8,-2.6,0.0,2021,True
54,Jae Crowder,PF,30,PHO,22,729,11.4,0.594,0.772,0.19,1.6,17.9,10.2,7.5,1.3,2.3,8.7,13.7,,0.6,1.2,1.8,0.119,,0.2,1.7,1.9,0.7,2021,True
55,Seth Curry,SG,30,PHI,12,381,18.8,0.727,0.551,0.129,1.2,6.7,4.0,11.1,1.1,0.6,6.0,18.7,,1.2,0.4,1.6,0.206,,3.9,1.4,5.3,0.7,2021,True
56,Anthony Davis,PF,27,LAL,5,144,20.9,0.541,0.177,0.677,5.3,21.3,12.9,16.7,1.1,5.4,6.9,26.8,,0.2,0.2,0.5,0.159,,3.2,2.8,6.0,0.3,2021,True
57,Dewayne Dedmon,C,31,MIA,4,57,13.6,0.619,0.167,0.278,13.1,17.8,15.4,9.7,0.0,3.2,22.9,20.2,,0.0,0.0,0.0,0.037,,-2.4,-1.0,-3.4,0.0,2021,True
58,Mamadi Diakite,PF,24,MIL,7,35,3.4,0.322,0.2,0.2,3.0,18.8,10.7,0.0,4.2,2.6,8.4,14.6,,-0.1,0.1,0.0,0.008,,-9.1,2.4,-6.7,0.0,2021,True
59,Donte DiVincenzo,SG,24,MIL,3,70,2.3,0.25,0.75,0.0,3.0,26.6,14.6,13.8,2.1,1.3,27.3,13.5,,-0.2,0.1,-0.1,-0.064,,-6.7,2.2,-4.5,0.0,2021,True
60,Luka DonÄiÄ,PG,21,DAL,7,281,27.5,0.572,0.388,0.26,1.6,22.3,11.4,54.1,1.7,1.2,12.8,40.4,,0.6,0.1,0.7,0.127,,10.0,1.8,11.8,1.0,2021,True
61,Goran DragiÄ,PG,34,MIA,4,117,12.7,0.54,0.481,0.222,0.8,5.2,2.9,18.1,1.7,1.6,9.2,24.5,,0.0,0.1,0.0,0.005,,1.0,0.6,1.6,0.1,2021,True
