Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,season,is_playoff
1,Paul Arizin*,SF,29,PHW,8,309,20.1,0.468,,0.426,,,,9.7,,,,,,0.8,0.4,1.2,0.182,,,,,,1958,True
2,Ernie Beck,SG,26,PHW,8,156,11.5,0.4,,0.148,,,,13.9,,,,,,0.0,0.2,0.2,0.063,,,,,,1958,True
3,Al Bianchi,SG,25,SYR,2,37,8.0,0.354,,0.667,,,,9.8,,,,,,-0.1,0.1,0.0,0.017,,,,,,1958,True
4,Nat Clifton*,PF,35,DET,7,74,12.1,0.418,,0.267,,,,8.9,,,,,,0.0,0.0,0.0,0.03,,,,,,1958,True
5,Jack Coleman,PF,33,STL,11,243,13.0,0.464,,0.449,,,,12.0,,,,,,0.4,0.1,0.4,0.088,,,,,,1958,True
6,Ed Conlin,SF,24,SYR,3,113,7.4,0.343,,0.156,,,,6.6,,,,,,-0.2,0.2,0.0,-0.013,,,,,,1958,True
7,Larry Costello*,PG,26,SYR,3,134,13.2,0.423,,0.412,,,,15.3,,,,,,0.1,0.3,0.4,0.129,,,,,,1958,True
8,Bob Cousy*,PG,29,BOS,11,457,17.6,0.432,,0.383,,,,27.5,,,,,,0.5,0.9,1.5,0.156,,,,,,1958,True
9,Walt Davis,PF,27,STL,9,66,13.3,0.467,,0.414,,,,7.1,,,,,,0.1,0.0,0.1,0.104,,,,,,1958,True
10,George Dempsey,PG,28,PHW,8,101,13.2,0.516,,0.321,,,,9.8,,,,,,0.2,0.1,0.4,0.167,,,,,,1958,True
11,Walter Dukes,C,27,DET,7,286,12.7,0.442,,0.554,,,,2.2,,,,,,0.2,0.1,0.3,0.054,,,,,,1958,True
12,Pat Dunn,SG,26,PHW,3,8,-15.2,0.0,,0.0,,,,16.7,,,,,,-0.1,0.0,-0.1,-0.548,,,,,,1958,True
13,Harry Gallatin*,PF,30,DET,7,182,16.9,0.436,,0.425,,,,10.4,,,,,,0.2,0.1,0.2,0.065,,,,,,1958,True
