Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,season,is_playoff
1,Steven Adams,C,22,OKC,18,553,16.8,0.636,0.009,0.658,12.7,21.6,17.2,3.5,0.8,2.0,10.6,12.6,,1.5,0.6,2.1,0.18,,1.5,0.3,1.8,0.5,2016,True
2,Cole Aldrich,C,27,LAC,6,77,21.4,0.652,0.0,0.4,10.4,28.1,19.3,6.0,4.0,3.3,10.2,11.4,,0.2,0.2,0.4,0.254,,1.1,3.3,4.4,0.1,2016,True
3,LaMarcus Aldridge,PF,30,SAS,10,337,25.0,0.579,0.012,0.272,8.0,19.7,14.2,5.4,0.6,3.3,5.5,27.7,,1.0,0.5,1.6,0.223,,3.5,0.2,3.6,0.5,2016,True
4,Lavoy Allen,PF,26,IND,6,51,7.1,0.3,0.0,0.0,9.7,21.0,15.7,6.2,1.1,1.6,9.1,10.4,,0.0,0.1,0.0,0.031,,-2.1,-0.4,-2.4,0.0,2016,True
5,Tony Allen,SG,34,MEM,4,94,6.7,0.387,0.212,0.394,6.4,7.2,6.8,5.7,2.9,1.9,13.4,21.9,,-0.2,0.0,-0.2,-0.103,,-4.1,-0.7,-4.8,-0.1,2016,True
6,Al-Farouq Aminu,SF,25,POR,11,372,15.5,0.572,0.547,0.227,6.2,20.4,13.1,8.7,1.1,2.1,13.0,18.6,,0.5,0.3,0.8,0.1,,2.1,0.5,2.7,0.4,2016,True
7,Chris Andersen,C,37,MEM,4,79,14.7,0.483,0.0,0.667,16.5,31.0,22.7,6.3,1.4,3.3,24.4,11.9,,0.0,0.0,0.0,0.021,,-0.3,-1.0,-1.3,0.0,2016,True
8,Justin Anderson,SF,22,DAL,5,95,19.2,0.544,0.351,0.378,10.6,14.1,12.3,13.2,2.2,2.8,10.4,23.5,,0.2,0.0,0.1,0.058,,2.0,0.7,2.7,0.1,2016,True
9,Kyle Anderson,SF,22,SAS,10,129,7.7,0.41,0.12,0.28,1.9,18.6,10.7,7.3,2.4,1.8,12.5,11.6,,-0.1,0.2,0.1,0.055,,-4.5,2.0,-2.4,0.0,2016,True
10,Trevor Ariza,SF,30,HOU,5,181,1.8,0.313,0.549,0.078,3.9,8.7,6.1,3.6,3.5,0.5,18.5,14.7,,-0.5,0.1,-0.4,-0.116,,-6.1,-0.5,-6.6,-0.2,2016,True
