team,season,reached_playoffs,reached_conf_finals,champion
NJN,1952,0,0,0
IND,1952,0,0,0
DAL,1952,0,0,0
UTA,1952,0,0,0
SAC,1952,0,0,0
MIA,1952,0,0,0
LAC,1952,0,0,0
CHH,1952,0,0,0
ORL,1952,0,0,0
MIN,1952,0,0,0
TOR,1952,0,0,0
NOH,1952,0,0,0
MEM,1952,0,0,0
WAS,1952,0,0,0
OKC,1952,0,0,0
CHA,1952,0,0,0
BRK,1952,0,0,0
NOP,1952,0,0,0
CHO,1952,0,0,0
WSC,1953,0,0,0
CHS,1953,0,0,0
SHE,1953,0,0,0
TRI,1953,0,0,0
AND,1953,0,0,0
PHW,1953,0,0,0
STL,1953,0,0,0
CIN,1953,0,0,0
DET,1953,0,0,0
LAL,1953,0,0,0
SFW,1953,0,0,0
PHI,1953,0,0,0
BAL,1953,0,0,0
CHI,1953,0,0,0
ATL,1953,0,0,0
SDR,1953,0,0,0
MIL,1953,0,0,0
PHO,1953,0,0,0
GSW,1953,0,0,0
CAP,1953,0,0,0
BUF,1953,0,0,0
SEA,1953,0,0,0
WSB,1953,0,0,0
KCO,1953,0,0,0
HOU,1953,0,0,0
CLE,1953,0,0,0
SAS,1953,0,0,0
POR,1953,0,0,0
DEN,1953,0,0,0
KCK,1953,0,0,0
NJN,1953,0,0,0
IND,1953,0,0,0
DAL,1953,0,0,0
UTA,1953,0,0,0
SAC,1953,0,0,0
MIA,1953,0,0,0
LAC,1953,0,0,0
CHH,1953,0,0,0
ORL,1953,0,0,0
MIN,1953,0,0,0
TOR,1953,0,0,0
NOH,1953,0,0,0
MEM,1953,0,0,0
WAS,1953,0,0,0
OKC,1953,0,0,0
CHA,1953,0,0,0
BRK,1953,0,0,0
NOP,1953,0,0,0
CHO,1953,0,0,0
WSC,1954,0,0,0
INO,1954,0,0,0
FTW,1954,0,0,0
CHS,1954,0,0,0
SHE,1954,0,0,0
TRI,1954,0,0,0
AND,1954,0,0,0
NYK,1954,0,0,0
PHW,1954,0,0,0
BLB,1954,0,0,0
STL,1954,0,0,0
CIN,1954,0,0,0
DET,1954,0,0,0
LAL,1954,0,0,0
SFW,1954,0,0,0
PHI,1954,0,0,0
BAL,1954,0,0,0
CHI,1954,0,0,0
ATL,1954,0,0,0
SDR,1954,0,0,0
MIL,1954,0,0,0
PHO,1954,0,0,0
GSW,1954,0,0,0
CAP,1954,0,0,0
BUF,1954,0,0,0
SEA,1954,0,0,0
WSB,1954,0,0,0
KCO,1954,0,0,0
HOU,1954,0,0,0
CLE,1954,0,0,0
SAS,1954,0,0,0
POR,1954,0,0,0
DEN,1954,0,0,0
KCK,1954,0,0,0
NJN,1954,0,0,0
IND,1954,0,0,0
DAL,1954,0,0,0
UTA,1954,0,0,0
SAC,1954,0,0,0
MIA,1954,0,0,0
LAC,1954,0,0,0
CHH,1954,0,0,0
ORL,1954,0,0,0
MIN,1954,0,0,0
TOR,1954,0,0,0
NOH,1954,0,0,0
MEM,1954,0,0,0
WAS,1954,0,0,0
OKC,1954,0,0,0
CHA,1954,0,0,0
BRK,1954,0,0,0
NOP,1954,0,0,0
CHO,1954,0,0,0
WSC,1955,0,0,0
INO,1955,0,0,0
CHS,1955,0,0,0
SHE,1955,0,0,0
TRI,1955,0,0,0
AND,1955,0,0,0
PHW,1955,0,0,0
BLB,1955,0,0,0
STL,1955,0,0,0
CIN,1955,0,0,0
DET,1955,0,0,0
LAL,1955,0,0,0
SFW,1955,0,0,0
PHI,1955,0,0,0
BAL,1955,0,0,0
CHI,1955,0,0,0
ATL,1955,0,0,0
SDR,1955,0,0,0
MIL,1955,0,0,0
PHO,1955,0,0,0
GSW,1955,0,0,0
CAP,1955,0,0,0
BUF,1955,0,0,0
SEA,1955,0,0,0
WSB,1955,0,0,0
KCO,1955,0,0,0
HOU,1955,0,0,0
CLE,1955,0,0,0
SAS,1955,0,0,0
POR,1955,0,0,0
DEN,1955,0,0,0
KCK,1955,0,0,0
NJN,1955,0,0,0
IND,1955,0,0,0
DAL,1955,0,0,0
UTA,1955,0,0,0
SAC,1955,0,0,0
MIA,1955,0,0,0
LAC,1955,0,0,0
CHH,1955,0,0,0
ORL,1955,0,0,0
MIN,1955,0,0,0
TOR,1955,0,0,0
NOH,1955,0,0,0
MEM,1955,0,0,0
WAS,1955,0,0,0
OKC,1955,0,0,0
CHA,1955,0,0,0
BRK,1955,0,0,0
NOP,1955,0,0,0
CHO,1955,0,0,0
WSC,1956,0,0,0
INO,1956,0,0,0
CHS,1956,0,0,0
ROC,1956,0,0,0
SHE,1956,0,0,0
TRI,1956,0,0,0
AND,1956,0,0,0
BLB,1956,0,0,0
CIN,1956,0,0,0
DET,1956,0,0,0
LAL,1956,0,0,0
SFW,1956,0,0,0
PHI,1956,0,0,0
BAL,1956,0,0,0
CHI,1956,0,0,0
ATL,1956,0,0,0
SDR,1956,0,0,0
MIL,1956,0,0,0
PHO,1956,0,0,0
GSW,1956,0,0,0
CAP,1956,0,0,0
BUF,1956,0,0,0
SEA,1956,0,0,0
WSB,1956,0,0,0
KCO,1956,0,0,0
HOU,1956,0,0,0
CLE,1956,0,0,0
SAS,1956,0,0,0
POR,1956,0,0,0
DEN,1956,0,0,0
KCK,1956,0,0,0
NJN,1956,0,0,0
IND,1956,0,0,0
DAL,1956,0,0,0
UTA,1956,0,0,0
SAC,1956,0,0,0
MIA,1956,0,0,0
LAC,1956,0,0,0
CHH,1956,0,0,0
ORL,1956,0,0,0
MIN,1956,0,0,0
TOR,1956,0,0,0
NOH,1956,0,0,0
MEM,1956,0,0,0
WAS,1956,0,0,0
OKC,1956,0,0,0
CHA,1956,0,0,0
BRK,1956,0,0,0
NOP,1956,0,0,0
CHO,1956,0,0,0
WSC,1957,0,0,0
INO,1957,0,0,0
CHS,1957,0,0,0
ROC,1957,0,0,0
SHE,1957,0,0,0
TRI,1957,0,0,0
AND,1957,0,0,0
NYK,1957,0,0,0
BLB,1957,0,0,0
CIN,1957,0,0,0
DET,1957,0,0,0
LAL,1957,0,0,0
SFW,1957,0,0,0
PHI,1957,0,0,0
BAL,1957,0,0,0
CHI,1957,0,0,0
ATL,1957,0,0,0
SDR,1957,0,0,0
MIL,1957,0,0,0
PHO,1957,0,0,0
GSW,1957,0,0,0
CAP,1957,0,0,0
BUF,1957,0,0,0
SEA,1957,0,0,0
WSB,1957,0,0,0
KCO,1957,0,0,0
HOU,1957,0,0,0
CLE,1957,0,0,0
SAS,1957,0,0,0
POR,1957,0,0,0
DEN,1957,0,0,0
KCK,1957,0,0,0
NJN,1957,0,0,0
IND,1957,0,0,0
DAL,1957,0,0,0
UTA,1957,0,0,0
SAC,1957,0,0,0
MIA,1957,0,0,0
LAC,1957,0,0,0
CHH,1957,0,0,0
ORL,1957,0,0,0
MIN,1957,0,0,0
TOR,1957,0,0,0
NOH,1957,0,0,0
MEM,1957,0,0,0
WAS,1957,0,0,0
OKC,1957,0,0,0
CHA,1957,0,0,0
BRK,1957,0,0,0
NOP,1957,0,0,0
CHO,1957,0,0,0
WSC,1958,0,0,0
INO,1958,0,0,0
FTW,1958,0,0,0
MNL,1958,0,0,0
CHS,1958,0,0,0
ROC,1958,0,0,0
SHE,1958,0,0,0
TRI,1958,0,0,0
AND,1958,0,0,0
NYK,1958,0,0,0
BLB,1958,0,0,0
LAL,1958,0,0,0
SFW,1958,0,0,0
PHI,1958,0,0,0
BAL,1958,0,0,0
CHI,1958,0,0,0
ATL,1958,0,0,0
SDR,1958,0,0,0
MIL,1958,0,0,0
PHO,1958,0,0,0
GSW,1958,0,0,0
CAP,1958,0,0,0
BUF,1958,0,0,0
SEA,1958,0,0,0
WSB,1958,0,0,0
KCO,1958,0,0,0
HOU,1958,0,0,0
CLE,1958,0,0,0
SAS,1958,0,0,0
POR,1958,0,0,0
DEN,1958,0,0,0
KCK,1958,0,0,0
NJN,1958,0,0,0
IND,1958,0,0,0
DAL,1958,0,0,0
UTA,1958,0,0,0
SAC,1958,0,0,0
MIA,1958,0,0,0
LAC,1958,0,0,0
CHH,1958,0,0,0
ORL,1958,0,0,0
MIN,1958,0,0,0
TOR,1958,0,0,0
NOH,1958,0,0,0
MEM,1958,0,0,0
WAS,1958,0,0,0
OKC,1958,0,0,0
CHA,1958,0,0,0
BRK,1958,0,0,0
NOP,1958,0,0,0
CHO,1958,0,0,0
WSC,1959,0,0,0
INO,1959,0,0,0
FTW,1959,0,0,0
CHS,1959,0,0,0
ROC,1959,0,0,0
SHE,1959,0,0,0
TRI,1959,0,0,0
AND,1959,0,0,0
PHW,1959,0,0,0
BLB,1959,0,0,0
CIN,1959,0,0,0
LAL,1959,0,0,0
SFW,1959,0,0,0
PHI,1959,0,0,0
BAL,1959,0,0,0
CHI,1959,0,0,0
ATL,1959,0,0,0
SDR,1959,0,0,0
MIL,1959,0,0,0
PHO,1959,0,0,0
GSW,1959,0,0,0
CAP,1959,0,0,0
BUF,1959,0,0,0
SEA,1959,0,0,0
WSB,1959,0,0,0
KCO,1959,0,0,0
HOU,1959,0,0,0
CLE,1959,0,0,0
SAS,1959,0,0,0
POR,1959,0,0,0
DEN,1959,0,0,0
KCK,1959,0,0,0
NJN,1959,0,0,0
IND,1959,0,0,0
DAL,1959,0,0,0
UTA,1959,0,0,0
SAC,1959,0,0,0
MIA,1959,0,0,0
LAC,1959,0,0,0
CHH,1959,0,0,0
ORL,1959,0,0,0
MIN,1959,0,0,0
TOR,1959,0,0,0
NOH,1959,0,0,0
MEM,1959,0,0,0
WAS,1959,0,0,0
OKC,1959,0,0,0
CHA,1959,0,0,0
BRK,1959,0,0,0
NOP,1959,0,0,0
CHO,1959,0,0,0
WSC,1960,0,0,0
INO,1960,0,0,0
FTW,1960,0,0,0
CHS,1960,0,0,0
ROC,1960,0,0,0
SHE,1960,0,0,0
TRI,1960,0,0,0
AND,1960,0,0,0
NYK,1960,0,0,0
BLB,1960,0,0,0
CIN,1960,0,0,0
LAL,1960,0,0,0
SFW,1960,0,0,0
PHI,1960,0,0,0
BAL,1960,0,0,0
CHI,1960,0,0,0
ATL,1960,0,0,0
SDR,1960,0,0,0
MIL,1960,0,0,0
PHO,1960,0,0,0
GSW,1960,0,0,0
CAP,1960,0,0,0
BUF,1960,0,0,0
SEA,1960,0,0,0
WSB,1960,0,0,0
KCO,1960,0,0,0
HOU,1960,0,0,0
CLE,1960,0,0,0
SAS,1960,0,0,0
POR,1960,0,0,0
DEN,1960,0,0,0
KCK,1960,0,0,0
NJN,1960,0,0,0
IND,1960,0,0,0
DAL,1960,0,0,0
UTA,1960,0,0,0
SAC,1960,0,0,0
MIA,1960,0,0,0
LAC,1960,0,0,0
CHH,1960,0,0,0
ORL,1960,0,0,0
MIN,1960,0,0,0
TOR,1960,0,0,0
NOH,1960,0,0,0
MEM,1960,0,0,0
WAS,1960,0,0,0
OKC,1960,0,0,0
CHA,1960,0,0,0
BRK,1960,0,0,0
NOP,1960,0,0,0
CHO,1960,0,0,0
WSC,1961,0,0,0
INO,1961,0,0,0
FTW,1961,0,0,0
MNL,1961,0,0,0
CHS,1961,0,0,0
ROC,1961,0,0,0
SHE,1961,0,0,0
TRI,1961,0,0,0
AND,1961,0,0,0
NYK,1961,0,0,0
BLB,1961,0,0,0
CIN,1961,0,0,0
SFW,1961,0,0,0
PHI,1961,0,0,0
BAL,1961,0,0,0
CHI,1961,0,0,0
ATL,1961,0,0,0
SDR,1961,0,0,0
MIL,1961,0,0,0
PHO,1961,0,0,0
GSW,1961,0,0,0
CAP,1961,0,0,0
BUF,1961,0,0,0
SEA,1961,0,0,0
WSB,1961,0,0,0
KCO,1961,0,0,0
HOU,1961,0,0,0
CLE,1961,0,0,0
SAS,1961,0,0,0
POR,1961,0,0,0
DEN,1961,0,0,0
KCK,1961,0,0,0
NJN,1961,0,0,0
IND,1961,0,0,0
DAL,1961,0,0,0
UTA,1961,0,0,0
SAC,1961,0,0,0
MIA,1961,0,0,0
LAC,1961,0,0,0
CHH,1961,0,0,0
ORL,1961,0,0,0
MIN,1961,0,0,0
TOR,1961,0,0,0
NOH,1961,0,0,0
MEM,1961,0,0,0
WAS,1961,0,0,0
OKC,1961,0,0,0
CHA,1961,0,0,0
BRK,1961,0,0,0
NOP,1961,0,0,0
CHO,1961,0,0,0
WSC,1962,0,0,0
INO,1962,0,0,0
FTW,1962,0,0,0
MNL,1962,0,0,0
CHS,1962,0,0,0
ROC,1962,0,0,0
SHE,1962,0,0,0
TRI,1962,0,0,0
AND,1962,0,0,0
NYK,1962,0,0,0
BLB,1962,0,0,0
STL,1962,0,0,0
SFW,1962,0,0,0
PHI,1962,0,0,0
BAL,1962,0,0,0
CHI,1962,0,0,0
ATL,1962,0,0,0
SDR,1962,0,0,0
MIL,1962,0,0,0
PHO,1962,0,0,0
GSW,1962,0,0,0
CAP,1962,0,0,0
BUF,1962,0,0,0
SEA,1962,0,0,0
WSB,1962,0,0,0
KCO,1962,0,0,0
HOU,1962,0,0,0
CLE,1962,0,0,0
SAS,1962,0,0,0
POR,1962,0,0,0
DEN,1962,0,0,0
KCK,1962,0,0,0
NJN,1962,0,0,0
IND,1962,0,0,0
DAL,1962,0,0,0
UTA,1962,0,0,0
SAC,1962,0,0,0
MIA,1962,0,0,0
LAC,1962,0,0,0
CHH,1962,0,0,0
ORL,1962,0,0,0
MIN,1962,0,0,0
TOR,1962,0,0,0
NOH,1962,0,0,0
MEM,1962,0,0,0
WAS,1962,0,0,0
OKC,1962,0,0,0
CHA,1962,0,0,0
BRK,1962,0,0,0
NOP,1962,0,0,0
CHO,1962,0,0,0
WSC,1963,0,0,0
INO,1963,0,0,0
FTW,1963,0,0,0
MNL,1963,0,0,0
CHS,1963,0,0,0
ROC,1963,0,0,0
SHE,1963,0,0,0
TRI,1963,0,0,0
AND,1963,0,0,0
NYK,1963,0,0,0
PHW,1963,0,0,0
BLB,1963,0,0,0
SFW,1963,0,0,0
PHI,1963,0,0,0
BAL,1963,0,0,0
CHI,1963,0,0,0
ATL,1963,0,0,0
SDR,1963,0,0,0
MIL,1963,0,0,0
PHO,1963,0,0,0
GSW,1963,0,0,0
CAP,1963,0,0,0
BUF,1963,0,0,0
SEA,1963,0,0,0
WSB,1963,0,0,0
KCO,1963,0,0,0
HOU,1963,0,0,0
CLE,1963,0,0,0
SAS,1963,0,0,0
POR,1963,0,0,0
DEN,1963,0,0,0
KCK,1963,0,0,0
NJN,1963,0,0,0
IND,1963,0,0,0
DAL,1963,0,0,0
UTA,1963,0,0,0
SAC,1963,0,0,0
MIA,1963,0,0,0
LAC,1963,0,0,0
CHH,1963,0,0,0
ORL,1963,0,0,0
MIN,1963,0,0,0
TOR,1963,0,0,0
NOH,1963,0,0,0
MEM,1963,0,0,0
WAS,1963,0,0,0
OKC,1963,0,0,0
CHA,1963,0,0,0
BRK,1963,0,0,0
NOP,1963,0,0,0
CHO,1963,0,0,0
WSC,1964,0,0,0
INO,1964,0,0,0
FTW,1964,0,0,0
MNL,1964,0,0,0
CHS,1964,0,0,0
ROC,1964,0,0,0
SHE,1964,0,0,0
TRI,1964,0,0,0
AND,1964,0,0,0
SYR,1964,0,0,0
NYK,1964,0,0,0
PHW,1964,0,0,0
BLB,1964,0,0,0
DET,1964,0,0,0
BAL,1964,0,0,0
CHI,1964,0,0,0
ATL,1964,0,0,0
SDR,1964,0,0,0
MIL,1964,0,0,0
PHO,1964,0,0,0
GSW,1964,0,0,0
CAP,1964,0,0,0
BUF,1964,0,0,0
SEA,1964,0,0,0
WSB,1964,0,0,0
KCO,1964,0,0,0
HOU,1964,0,0,0
CLE,1964,0,0,0
SAS,1964,0,0,0
POR,1964,0,0,0
DEN,1964,0,0,0
KCK,1964,0,0,0
NJN,1964,0,0,0
IND,1964,0,0,0
DAL,1964,0,0,0
UTA,1964,0,0,0
SAC,1964,0,0,0
MIA,1964,0,0,0
LAC,1964,0,0,0
CHH,1964,0,0,0
ORL,1964,0,0,0
MIN,1964,0,0,0
TOR,1964,0,0,0
NOH,1964,0,0,0
MEM,1964,0,0,0
WAS,1964,0,0,0
OKC,1964,0,0,0
CHA,1964,0,0,0
BRK,1964,0,0,0
NOP,1964,0,0,0
CHO,1964,0,0,0
WSC,1965,0,0,0
INO,1965,0,0,0
FTW,1965,0,0,0
MNL,1965,0,0,0
CHS,1965,0,0,0
ROC,1965,0,0,0
SHE,1965,0,0,0
TRI,1965,0,0,0
AND,1965,0,0,0
SYR,1965,0,0,0
NYK,1965,0,0,0
PHW,1965,0,0,0
BLB,1965,0,0,0
DET,1965,0,0,0
SFW,1965,0,0,0
CHI,1965,0,0,0
ATL,1965,0,0,0
SDR,1965,0,0,0
MIL,1965,0,0,0
PHO,1965,0,0,0
GSW,1965,0,0,0
CAP,1965,0,0,0
BUF,1965,0,0,0
SEA,1965,0,0,0
WSB,1965,0,0,0
KCO,1965,0,0,0
HOU,1965,0,0,0
CLE,1965,0,0,0
SAS,1965,0,0,0
POR,1965,0,0,0
DEN,1965,0,0,0
KCK,1965,0,0,0
NJN,1965,0,0,0
IND,1965,0,0,0
DAL,1965,0,0,0
UTA,1965,0,0,0
SAC,1965,0,0,0
MIA,1965,0,0,0
LAC,1965,0,0,0
CHH,1965,0,0,0
ORL,1965,0,0,0
MIN,1965,0,0,0
TOR,1965,0,0,0
NOH,1965,0,0,0
MEM,1965,0,0,0
WAS,1965,0,0,0
OKC,1965,0,0,0
CHA,1965,0,0,0
BRK,1965,0,0,0
NOP,1965,0,0,0
CHO,1965,0,0,0
WSC,1966,0,0,0
INO,1966,0,0,0
FTW,1966,0,0,0
MNL,1966,0,0,0
CHS,1966,0,0,0
ROC,1966,0,0,0
SHE,1966,0,0,0
TRI,1966,0,0,0
AND,1966,0,0,0
SYR,1966,0,0,0
NYK,1966,0,0,0
PHW,1966,0,0,0
BLB,1966,0,0,0
DET,1966,0,0,0
SFW,1966,0,0,0
CHI,1966,0,0,0
ATL,1966,0,0,0
SDR,1966,0,0,0
MIL,1966,0,0,0
PHO,1966,0,0,0
GSW,1966,0,0,0
CAP,1966,0,0,0
BUF,1966,0,0,0
SEA,1966,0,0,0
WSB,1966,0,0,0
KCO,1966,0,0,0
HOU,1966,0,0,0
CLE,1966,0,0,0
SAS,1966,0,0,0
POR,1966,0,0,0
DEN,1966,0,0,0
KCK,1966,0,0,0
NJN,1966,0,0,0
IND,1966,0,0,0
DAL,1966,0,0,0
UTA,1966,0,0,0
SAC,1966,0,0,0
MIA,1966,0,0,0
LAC,1966,0,0,0
CHH,1966,0,0,0
ORL,1966,0,0,0
MIN,1966,0,0,0
TOR,1966,0,0,0
NOH,1966,0,0,0
MEM,1966,0,0,0
WAS,1966,0,0,0
OKC,1966,0,0,0
CHA,1966,0,0,0
BRK,1966,0,0,0
NOP,1966,0,0,0
CHO,1966,0,0,0
WSC,1967,0,0,0
INO,1967,0,0,0
FTW,1967,0,0,0
MNL,1967,0,0,0
CHS,1967,0,0,0
ROC,1967,0,0,0
SHE,1967,0,0,0
TRI,1967,0,0,0
AND,1967,0,0,0
SYR,1967,0,0,0
PHW,1967,0,0,0
BLB,1967,0,0,0
DET,1967,0,0,0
BAL,1967,0,0,0
ATL,1967,0,0,0
SDR,1967,0,0,0
MIL,1967,0,0,0
PHO,1967,0,0,0
GSW,1967,0,0,0
CAP,1967,0,0,0
BUF,1967,0,0,0
SEA,1967,0,0,0
WSB,1967,0,0,0
KCO,1967,0,0,0
HOU,1967,0,0,0
CLE,1967,0,0,0
SAS,1967,0,0,0
POR,1967,0,0,0
DEN,1967,0,0,0
KCK,1967,0,0,0
NJN,1967,0,0,0
IND,1967,0,0,0
DAL,1967,0,0,0
UTA,1967,0,0,0
SAC,1967,0,0,0
MIA,1967,0,0,0
LAC,1967,0,0,0
CHH,1967,0,0,0
ORL,1967,0,0,0
MIN,1967,0,0,0
TOR,1967,0,0,0
NOH,1967,0,0,0
MEM,1967,0,0,0
WAS,1967,0,0,0
OKC,1967,0,0,0
CHA,1967,0,0,0
BRK,1967,0,0,0
NOP,1967,0,0,0
CHO,1967,0,0,0
WSC,1968,0,0,0
INO,1968,0,0,0
FTW,1968,0,0,0
MNL,1968,0,0,0
CHS,1968,0,0,0
ROC,1968,0,0,0
SHE,1968,0,0,0
TRI,1968,0,0,0
AND,1968,0,0,0
SYR,1968,0,0,0
PHW,1968,0,0,0
BLB,1968,0,0,0
CIN,1968,0,0,0
BAL,1968,0,0,0
ATL,1968,0,0,0
SDR,1968,0,0,0
MIL,1968,0,0,0
PHO,1968,0,0,0
GSW,1968,0,0,0
CAP,1968,0,0,0
BUF,1968,0,0,0
SEA,1968,0,0,0
WSB,1968,0,0,0
KCO,1968,0,0,0
HOU,1968,0,0,0
CLE,1968,0,0,0
SAS,1968,0,0,0
POR,1968,0,0,0
DEN,1968,0,0,0
KCK,1968,0,0,0
NJN,1968,0,0,0
IND,1968,0,0,0
DAL,1968,0,0,0
UTA,1968,0,0,0
SAC,1968,0,0,0
MIA,1968,0,0,0
LAC,1968,0,0,0
CHH,1968,0,0,0
ORL,1968,0,0,0
MIN,1968,0,0,0
TOR,1968,0,0,0
NOH,1968,0,0,0
MEM,1968,0,0,0
WAS,1968,0,0,0
OKC,1968,0,0,0
CHA,1968,0,0,0
BRK,1968,0,0,0
NOP,1968,0,0,0
CHO,1968,0,0,0
WSC,1969,0,0,0
INO,1969,0,0,0
FTW,1969,0,0,0
MNL,1969,0,0,0
CHS,1969,0,0,0
ROC,1969,0,0,0
SHE,1969,0,0,0
TRI,1969,0,0,0
AND,1969,0,0,0
SYR,1969,0,0,0
PHW,1969,0,0,0
BLB,1969,0,0,0
STL,1969,0,0,0
CIN,1969,0,0,0
DET,1969,0,0,0
CHI,1969,0,0,0
MIL,1969,0,0,0
PHO,1969,0,0,0
GSW,1969,0,0,0
CAP,1969,0,0,0
BUF,1969,0,0,0
SEA,1969,0,0,0
WSB,1969,0,0,0
KCO,1969,0,0,0
HOU,1969,0,0,0
CLE,1969,0,0,0
SAS,1969,0,0,0
POR,1969,0,0,0
DEN,1969,0,0,0
KCK,1969,0,0,0
NJN,1969,0,0,0
IND,1969,0,0,0
DAL,1969,0,0,0
UTA,1969,0,0,0
SAC,1969,0,0,0
MIA,1969,0,0,0
LAC,1969,0,0,0
CHH,1969,0,0,0
ORL,1969,0,0,0
MIN,1969,0,0,0
TOR,1969,0,0,0
NOH,1969,0,0,0
MEM,1969,0,0,0
WAS,1969,0,0,0
OKC,1969,0,0,0
CHA,1969,0,0,0
BRK,1969,0,0,0
NOP,1969,0,0,0
CHO,1969,0,0,0
WSC,1970,0,0,0
INO,1970,0,0,0
FTW,1970,0,0,0
MNL,1970,0,0,0
CHS,1970,0,0,0
ROC,1970,0,0,0
SHE,1970,0,0,0
TRI,1970,0,0,0
AND,1970,0,0,0
SYR,1970,0,0,0
PHW,1970,0,0,0
BOS,1970,0,0,0
BLB,1970,0,0,0
STL,1970,0,0,0
CIN,1970,0,0,0
DET,1970,0,0,0
SFW,1970,0,0,0
SDR,1970,0,0,0
GSW,1970,0,0,0
CAP,1970,0,0,0
BUF,1970,0,0,0
SEA,1970,0,0,0
WSB,1970,0,0,0
KCO,1970,0,0,0
HOU,1970,0,0,0
CLE,1970,0,0,0
SAS,1970,0,0,0
POR,1970,0,0,0
DEN,1970,0,0,0
KCK,1970,0,0,0
NJN,1970,0,0,0
IND,1970,0,0,0
DAL,1970,0,0,0
UTA,1970,0,0,0
SAC,1970,0,0,0
MIA,1970,0,0,0
LAC,1970,0,0,0
CHH,1970,0,0,0
ORL,1970,0,0,0
MIN,1970,0,0,0
TOR,1970,0,0,0
NOH,1970,0,0,0
MEM,1970,0,0,0
WAS,1970,0,0,0
OKC,1970,0,0,0
CHA,1970,0,0,0
BRK,1970,0,0,0
NOP,1970,0,0,0
CHO,1970,0,0,0
WSC,1971,0,0,0
INO,1971,0,0,0
FTW,1971,0,0,0
MNL,1971,0,0,0
CHS,1971,0,0,0
ROC,1971,0,0,0
SHE,1971,0,0,0
TRI,1971,0,0,0
AND,1971,0,0,0
SYR,1971,0,0,0
PHW,1971,0,0,0
BOS,1971,0,0,0
BLB,1971,0,0,0
STL,1971,0,0,0
CIN,1971,0,0,0
DET,1971,0,0,0
SDR,1971,0,0,0
PHO,1971,0,0,0
GSW,1971,0,0,0
CAP,1971,0,0,0
BUF,1971,0,0,0
SEA,1971,0,0,0
WSB,1971,0,0,0
KCO,1971,0,0,0
HOU,1971,0,0,0
CLE,1971,0,0,0
SAS,1971,0,0,0
POR,1971,0,0,0
DEN,1971,0,0,0
KCK,1971,0,0,0
NJN,1971,0,0,0
IND,1971,0,0,0
DAL,1971,0,0,0
UTA,1971,0,0,0
SAC,1971,0,0,0
MIA,1971,0,0,0
LAC,1971,0,0,0
CHH,1971,0,0,0
ORL,1971,0,0,0
MIN,1971,0,0,0
TOR,1971,0,0,0
NOH,1971,0,0,0
MEM,1971,0,0,0
WAS,1971,0,0,0
OKC,1971,0,0,0
CHA,1971,0,0,0
BRK,1971,0,0,0
NOP,1971,0,0,0
CHO,1971,0,0,0
WSC,1972,0,0,0
INO,1972,0,0,0
FTW,1972,0,0,0
MNL,1972,0,0,0
CHS,1972,0,0,0
ROC,1972,0,0,0
SHE,1972,0,0,0
TRI,1972,0,0,0
AND,1972,0,0,0
SYR,1972,0,0,0
PHW,1972,0,0,0
BLB,1972,0,0,0
STL,1972,0,0,0
CIN,1972,0,0,0
DET,1972,0,0,0
SFW,1972,0,0,0
PHI,1972,0,0,0
SDR,1972,0,0,0
PHO,1972,0,0,0
CAP,1972,0,0,0
BUF,1972,0,0,0
SEA,1972,0,0,0
WSB,1972,0,0,0
KCO,1972,0,0,0
HOU,1972,0,0,0
CLE,1972,0,0,0
SAS,1972,0,0,0
POR,1972,0,0,0
DEN,1972,0,0,0
KCK,1972,0,0,0
NJN,1972,0,0,0
IND,1972,0,0,0
DAL,1972,0,0,0
UTA,1972,0,0,0
SAC,1972,0,0,0
MIA,1972,0,0,0
LAC,1972,0,0,0
CHH,1972,0,0,0
ORL,1972,0,0,0
MIN,1972,0,0,0
TOR,1972,0,0,0
NOH,1972,0,0,0
MEM,1972,0,0,0
WAS,1972,0,0,0
OKC,1972,0,0,0
CHA,1972,0,0,0
BRK,1972,0,0,0
NOP,1972,0,0,0
CHO,1972,0,0,0
WSC,1973,0,0,0
INO,1973,0,0,0
FTW,1973,0,0,0
MNL,1973,0,0,0
CHS,1973,0,0,0
ROC,1973,0,0,0
SHE,1973,0,0,0
TRI,1973,0,0,0
AND,1973,0,0,0
SYR,1973,0,0,0
PHW,1973,0,0,0
BLB,1973,0,0,0
STL,1973,0,0,0
CIN,1973,0,0,0
DET,1973,0,0,0
SFW,1973,0,0,0
PHI,1973,0,0,0
SDR,1973,0,0,0
PHO,1973,0,0,0
CAP,1973,0,0,0
BUF,1973,0,0,0
SEA,1973,0,0,0
WSB,1973,0,0,0
KCO,1973,0,0,0
HOU,1973,0,0,0
CLE,1973,0,0,0
SAS,1973,0,0,0
POR,1973,0,0,0
DEN,1973,0,0,0
KCK,1973,0,0,0
NJN,1973,0,0,0
IND,1973,0,0,0
DAL,1973,0,0,0
UTA,1973,0,0,0
SAC,1973,0,0,0
MIA,1973,0,0,0
LAC,1973,0,0,0
CHH,1973,0,0,0
ORL,1973,0,0,0
MIN,1973,0,0,0
TOR,1973,0,0,0
NOH,1973,0,0,0
MEM,1973,0,0,0
WAS,1973,0,0,0
OKC,1973,0,0,0
CHA,1973,0,0,0
BRK,1973,0,0,0
NOP,1973,0,0,0
CHO,1973,0,0,0
WSC,1974,0,0,0
INO,1974,0,0,0
FTW,1974,0,0,0
MNL,1974,0,0,0
CHS,1974,0,0,0
ROC,1974,0,0,0
SHE,1974,0,0,0
TRI,1974,0,0,0
