team,season,reached_playoffs,reached_conf_finals,champion
SDR,1999,0,0,0
GSW,1999,0,0,0
CAP,1999,0,0,0
BUF,1999,0,0,0
SEA,1999,0,0,0
WSB,1999,0,0,0
KCO,1999,0,0,0
CLE,1999,0,0,0
DEN,1999,0,0,0
KCK,1999,0,0,0
NJN,1999,0,0,0
DAL,1999,0,0,0
LAC,1999,0,0,0
CHH,1999,0,0,0
TOR,1999,0,0,0
NOH,1999,0,0,0
MEM,1999,0,0,0
WAS,1999,0,0,0
OKC,1999,0,0,0
CHA,1999,0,0,0
BRK,1999,0,0,0
NOP,1999,0,0,0
CHO,1999,0,0,0
WSC,2000,0,0,0
INO,2000,0,0,0
FTW,2000,0,0,0
MNL,2000,0,0,0
CHS,2000,0,0,0
ROC,2000,0,0,0
SHE,2000,0,0,0
TRI,2000,0,0,0
AND,2000,0,0,0
SYR,2000,0,0,0
PHW,2000,0,0,0
BOS,2000,0,0,0
BLB,2000,0,0,0
STL,2000,0,0,0
CIN,2000,0,0,0
SFW,2000,0,0,0
BAL,2000,0,0,0
CHI,2000,0,0,0
ATL,2000,0,0,0
SDR,2000,0,0,0
GSW,2000,0,0,0
CAP,2000,0,0,0
BUF,2000,0,0,0
WSB,2000,0,0,0
KCO,2000,0,0,0
HOU,2000,0,0,0
CLE,2000,0,0,0
DEN,2000,0,0,0
KCK,2000,0,0,0
NJN,2000,0,0,0
DAL,2000,0,0,0
LAC,2000,0,0,0
ORL,2000,0,0,0
NOH,2000,0,0,0
MEM,2000,0,0,0
WAS,2000,0,0,0
OKC,2000,0,0,0
CHA,2000,0,0,0
BRK,2000,0,0,0
NOP,2000,0,0,0
CHO,2000,0,0,0
WSC,2001,0,0,0
INO,2001,0,0,0
FTW,2001,0,0,0
MNL,2001,0,0,0
CHS,2001,0,0,0
ROC,2001,0,0,0
SHE,2001,0,0,0
TRI,2001,0,0,0
AND,2001,0,0,0
SYR,2001,0,0,0
PHW,2001,0,0,0
BOS,2001,0,0,0
BLB,2001,0,0,0
STL,2001,0,0,0
CIN,2001,0,0,0
DET,2001,0,0,0
SFW,2001,0,0,0
BAL,2001,0,0,0
CHI,2001,0,0,0
ATL,2001,0,0,0
SDR,2001,0,0,0
GSW,2001,0,0,0
CAP,2001,0,0,0
BUF,2001,0,0,0
SEA,2001,0,0,0
WSB,2001,0,0,0
KCO,2001,0,0,0
HOU,2001,0,0,0
CLE,2001,0,0,0
DEN,2001,0,0,0
KCK,2001,0,0,0
NJN,2001,0,0,0
LAC,2001,0,0,0
NOH,2001,0,0,0
MEM,2001,0,0,0
WAS,2001,0,0,0
OKC,2001,0,0,0
CHA,2001,0,0,0
BRK,2001,0,0,0
NOP,2001,0,0,0
CHO,2001,0,0,0
WSC,2002,0,0,0
INO,2002,0,0,0
FTW,2002,0,0,0
MNL,2002,0,0,0
CHS,2002,0,0,0
ROC,2002,0,0,0
SHE,2002,0,0,0
TRI,2002,0,0,0
AND,2002,0,0,0
SYR,2002,0,0,0
NYK,2002,0,0,0
PHW,2002,0,0,0
BLB,2002,0,0,0
STL,2002,0,0,0
CIN,2002,0,0,0
SFW,2002,0,0,0
BAL,2002,0,0,0
CHI,2002,0,0,0
ATL,2002,0,0,0
SDR,2002,0,0,0
MIL,2002,0,0,0
PHO,2002,0,0,0
GSW,2002,0,0,0
CAP,2002,0,0,0
BUF,2002,0,0,0
WSB,2002,0,0,0
KCO,2002,0,0,0
HOU,2002,0,0,0
CLE,2002,0,0,0
DEN,2002,0,0,0
KCK,2002,0,0,0
MIA,2002,0,0,0
LAC,2002,0,0,0
NOH,2002,0,0,0
MEM,2002,0,0,0
WAS,2002,0,0,0
OKC,2002,0,0,0
CHA,2002,0,0,0
BRK,2002,0,0,0
NOP,2002,0,0,0
CHO,2002,0,0,0
WSC,2003,0,0,0
INO,2003,0,0,0
FTW,2003,0,0,0
MNL,2003,0,0,0
CHS,2003,0,0,0
ROC,2003,0,0,0
SHE,2003,0,0,0
TRI,2003,0,0,0
AND,2003,0,0,0
SYR,2003,0,0,0
NYK,2003,0,0,0
PHW,2003,0,0,0
BLB,2003,0,0,0
STL,2003,0,0,0
CIN,2003,0,0,0
SFW,2003,0,0,0
BAL,2003,0,0,0
CHI,2003,0,0,0
ATL,2003,0,0,0
SDR,2003,0,0,0
GSW,2003,0,0,0
CAP,2003,0,0,0
BUF,2003,0,0,0
SEA,2003,0,0,0
WSB,2003,0,0,0
KCO,2003,0,0,0
HOU,2003,0,0,0
CLE,2003,0,0,0
DEN,2003,0,0,0
KCK,2003,0,0,0
MIA,2003,0,0,0
LAC,2003,0,0,0
CHH,2003,0,0,0
TOR,2003,0,0,0
MEM,2003,0,0,0
WAS,2003,0,0,0
OKC,2003,0,0,0
CHA,2003,0,0,0
BRK,2003,0,0,0
NOP,2003,0,0,0
CHO,2003,0,0,0
WSC,2004,0,0,0
INO,2004,0,0,0
FTW,2004,0,0,0
MNL,2004,0,0,0
CHS,2004,0,0,0
ROC,2004,0,0,0
SHE,2004,0,0,0
TRI,2004,0,0,0
AND,2004,0,0,0
SYR,2004,0,0,0
PHW,2004,0,0,0
BLB,2004,0,0,0
STL,2004,0,0,0
CIN,2004,0,0,0
SFW,2004,0,0,0
PHI,2004,0,0,0
BAL,2004,0,0,0
CHI,2004,0,0,0
ATL,2004,0,0,0
SDR,2004,0,0,0
PHO,2004,0,0,0
GSW,2004,0,0,0
CAP,2004,0,0,0
BUF,2004,0,0,0
SEA,2004,0,0,0
WSB,2004,0,0,0
KCO,2004,0,0,0
CLE,2004,0,0,0
POR,2004,0,0,0
KCK,2004,0,0,0
UTA,2004,0,0,0
LAC,2004,0,0,0
CHH,2004,0,0,0
ORL,2004,0,0,0
TOR,2004,0,0,0
WAS,2004,0,0,0
OKC,2004,0,0,0
CHA,2004,0,0,0
BRK,2004,0,0,0
NOP,2004,0,0,0
CHO,2004,0,0,0
WSC,2005,0,0,0
INO,2005,0,0,0
FTW,2005,0,0,0
MNL,2005,0,0,0
CHS,2005,0,0,0
ROC,2005,0,0,0
SHE,2005,0,0,0
TRI,2005,0,0,0
AND,2005,0,0,0
SYR,2005,0,0,0
NYK,2005,0,0,0
PHW,2005,0,0,0
BLB,2005,0,0,0
STL,2005,0,0,0
CIN,2005,0,0,0
LAL,2005,0,0,0
SFW,2005,0,0,0
BAL,2005,0,0,0
ATL,2005,0,0,0
SDR,2005,0,0,0
MIL,2005,0,0,0
GSW,2005,0,0,0
CAP,2005,0,0,0
BUF,2005,0,0,0
WSB,2005,0,0,0
KCO,2005,0,0,0
CLE,2005,0,0,0
POR,2005,0,0,0
KCK,2005,0,0,0
UTA,2005,0,0,0
LAC,2005,0,0,0
CHH,2005,0,0,0
ORL,2005,0,0,0
MIN,2005,0,0,0
TOR,2005,0,0,0
NOH,2005,0,0,0
OKC,2005,0,0,0
CHA,2005,0,0,0
BRK,2005,0,0,0
NOP,2005,0,0,0
CHO,2005,0,0,0
WSC,2006,0,0,0
INO,2006,0,0,0
FTW,2006,0,0,0
MNL,2006,0,0,0
CHS,2006,0,0,0
ROC,2006,0,0,0
SHE,2006,0,0,0
TRI,2006,0,0,0
AND,2006,0,0,0
SYR,2006,0,0,0
NYK,2006,0,0,0
PHW,2006,0,0,0
BOS,2006,0,0,0
BLB,2006,0,0,0
STL,2006,0,0,0
CIN,2006,0,0,0
SFW,2006,0,0,0
PHI,2006,0,0,0
BAL,2006,0,0,0
ATL,2006,0,0,0
SDR,2006,0,0,0
GSW,2006,0,0,0
CAP,2006,0,0,0
BUF,2006,0,0,0
SEA,2006,0,0,0
WSB,2006,0,0,0
KCO,2006,0,0,0
HOU,2006,0,0,0
POR,2006,0,0,0
KCK,2006,0,0,0
UTA,2006,0,0,0
CHH,2006,0,0,0
ORL,2006,0,0,0
MIN,2006,0,0,0
TOR,2006,0,0,0
NOH,2006,0,0,0
OKC,2006,0,0,0
CHA,2006,0,0,0
BRK,2006,0,0,0
NOP,2006,0,0,0
CHO,2006,0,0,0
WSC,2007,0,0,0
INO,2007,0,0,0
FTW,2007,0,0,0
MNL,2007,0,0,0
CHS,2007,0,0,0
ROC,2007,0,0,0
SHE,2007,0,0,0
TRI,2007,0,0,0
AND,2007,0,0,0
SYR,2007,0,0,0
NYK,2007,0,0,0
PHW,2007,0,0,0
BOS,2007,0,0,0
BLB,2007,0,0,0
STL,2007,0,0,0
CIN,2007,0,0,0
SFW,2007,0,0,0
PHI,2007,0,0,0
BAL,2007,0,0,0
ATL,2007,0,0,0
SDR,2007,0,0,0
MIL,2007,0,0,0
CAP,2007,0,0,0
BUF,2007,0,0,0
SEA,2007,0,0,0
WSB,2007,0,0,0
KCO,2007,0,0,0
POR,2007,0,0,0
KCK,2007,0,0,0
IND,2007,0,0,0
SAC,2007,0,0,0
LAC,2007,0,0,0
CHH,2007,0,0,0
MIN,2007,0,0,0
NOH,2007,0,0,0
MEM,2007,0,0,0
OKC,2007,0,0,0
CHA,2007,0,0,0
BRK,2007,0,0,0
NOP,2007,0,0,0
CHO,2007,0,0,0
WSC,2008,0,0,0
INO,2008,0,0,0
FTW,2008,0,0,0
MNL,2008,0,0,0
CHS,2008,0,0,0
ROC,2008,0,0,0
SHE,2008,0,0,0
TRI,2008,0,0,0
AND,2008,0,0,0
SYR,2008,0,0,0
NYK,2008,0,0,0
PHW,2008,0,0,0
BLB,2008,0,0,0
STL,2008,0,0,0
CIN,2008,0,0,0
SFW,2008,0,0,0
BAL,2008,0,0,0
CHI,2008,0,0,0
SDR,2008,0,0,0
MIL,2008,0,0,0
GSW,2008,0,0,0
CAP,2008,0,0,0
BUF,2008,0,0,0
SEA,2008,0,0,0
WSB,2008,0,0,0
KCO,2008,0,0,0
POR,2008,0,0,0
KCK,2008,0,0,0
NJN,2008,0,0,0
IND,2008,0,0,0
SAC,2008,0,0,0
MIA,2008,0,0,0
LAC,2008,0,0,0
CHH,2008,0,0,0
MIN,2008,0,0,0
MEM,2008,0,0,0
OKC,2008,0,0,0
CHA,2008,0,0,0
BRK,2008,0,0,0
NOP,2008,0,0,0
CHO,2008,0,0,0
WSC,2009,0,0,0
INO,2009,0,0,0
FTW,2009,0,0,0
MNL,2009,0,0,0
CHS,2009,0,0,0
ROC,2009,0,0,0
SHE,2009,0,0,0
TRI,2009,0,0,0
AND,2009,0,0,0
SYR,2009,0,0,0
NYK,2009,0,0,0
PHW,2009,0,0,0
BLB,2009,0,0,0
STL,2009,0,0,0
CIN,2009,0,0,0
SFW,2009,0,0,0
BAL,2009,0,0,0
SDR,2009,0,0,0
MIL,2009,0,0,0
PHO,2009,0,0,0
GSW,2009,0,0,0
CAP,2009,0,0,0
BUF,2009,0,0,0
SEA,2009,0,0,0
WSB,2009,0,0,0
KCO,2009,0,0,0
KCK,2009,0,0,0
NJN,2009,0,0,0
IND,2009,0,0,0
SAC,2009,0,0,0
LAC,2009,0,0,0
CHH,2009,0,0,0
MIN,2009,0,0,0
TOR,2009,0,0,0
MEM,2009,0,0,0
WAS,2009,0,0,0
OKC,2009,0,0,0
CHA,2009,0,0,0
BRK,2009,0,0,0
NOP,2009,0,0,0
CHO,2009,0,0,0
WSC,2010,0,0,0
INO,2010,0,0,0
FTW,2010,0,0,0
MNL,2010,0,0,0
CHS,2010,0,0,0
ROC,2010,0,0,0
SHE,2010,0,0,0
TRI,2010,0,0,0
AND,2010,0,0,0
SYR,2010,0,0,0
NYK,2010,0,0,0
PHW,2010,0,0,0
BLB,2010,0,0,0
STL,2010,0,0,0
CIN,2010,0,0,0
DET,2010,0,0,0
SFW,2010,0,0,0
PHI,2010,0,0,0
BAL,2010,0,0,0
SDR,2010,0,0,0
GSW,2010,0,0,0
CAP,2010,0,0,0
BUF,2010,0,0,0
SEA,2010,0,0,0
WSB,2010,0,0,0
KCO,2010,0,0,0
HOU,2010,0,0,0
KCK,2010,0,0,0
NJN,2010,0,0,0
IND,2010,0,0,0
SAC,2010,0,0,0
LAC,2010,0,0,0
CHH,2010,0,0,0
MIN,2010,0,0,0
TOR,2010,0,0,0
NOH,2010,0,0,0
MEM,2010,0,0,0
WAS,2010,0,0,0
BRK,2010,0,0,0
NOP,2010,0,0,0
CHO,2010,0,0,0
WSC,2011,0,0,0
INO,2011,0,0,0
FTW,2011,0,0,0
MNL,2011,0,0,0
CHS,2011,0,0,0
ROC,2011,0,0,0
SHE,2011,0,0,0
TRI,2011,0,0,0
AND,2011,0,0,0
SYR,2011,0,0,0
PHW,2011,0,0,0
BLB,2011,0,0,0
STL,2011,0,0,0
CIN,2011,0,0,0
DET,2011,0,0,0
SFW,2011,0,0,0
BAL,2011,0,0,0
SDR,2011,0,0,0
MIL,2011,0,0,0
PHO,2011,0,0,0
GSW,2011,0,0,0
CAP,2011,0,0,0
BUF,2011,0,0,0
SEA,2011,0,0,0
WSB,2011,0,0,0
KCO,2011,0,0,0
HOU,2011,0,0,0
CLE,2011,0,0,0
KCK,2011,0,0,0
NJN,2011,0,0,0
UTA,2011,0,0,0
SAC,2011,0,0,0
LAC,2011,0,0,0
CHH,2011,0,0,0
MIN,2011,0,0,0
TOR,2011,0,0,0
WAS,2011,0,0,0
CHA,2011,0,0,0
BRK,2011,0,0,0
NOP,2011,0,0,0
CHO,2011,0,0,0
WSC,2012,0,0,0
INO,2012,0,0,0
FTW,2012,0,0,0
MNL,2012,0,0,0
CHS,2012,0,0,0
ROC,2012,0,0,0
SHE,2012,0,0,0
TRI,2012,0,0,0
AND,2012,0,0,0
SYR,2012,0,0,0
PHW,2012,0,0,0
BLB,2012,0,0,0
STL,2012,0,0,0
CIN,2012,0,0,0
DET,2012,0,0,0
SFW,2012,0,0,0
BAL,2012,0,0,0
SDR,2012,0,0,0
MIL,2012,0,0,0
PHO,2012,0,0,0
GSW,2012,0,0,0
CAP,2012,0,0,0
BUF,2012,0,0,0
SEA,2012,0,0,0
WSB,2012,0,0,0
KCO,2012,0,0,0
HOU,2012,0,0,0
CLE,2012,0,0,0
POR,2012,0,0,0
KCK,2012,0,0,0
NJN,2012,0,0,0
SAC,2012,0,0,0
CHH,2012,0,0,0
MIN,2012,0,0,0
TOR,2012,0,0,0
NOH,2012,0,0,0
WAS,2012,0,0,0
CHA,2012,0,0,0
BRK,2012,0,0,0
NOP,2012,0,0,0
CHO,2012,0,0,0
WSC,2013,0,0,0
INO,2013,0,0,0
FTW,2013,0,0,0
MNL,2013,0,0,0
CHS,2013,0,0,0
ROC,2013,0,0,0
SHE,2013,0,0,0
TRI,2013,0,0,0
AND,2013,0,0,0
SYR,2013,0,0,0
PHW,2013,0,0,0
BLB,2013,0,0,0
STL,2013,0,0,0
CIN,2013,0,0,0
DET,2013,0,0,0
SFW,2013,0,0,0
PHI,2013,0,0,0
BAL,2013,0,0,0
SDR,2013,0,0,0
PHO,2013,0,0,0
CAP,2013,0,0,0
BUF,2013,0,0,0
SEA,2013,0,0,0
WSB,2013,0,0,0
KCO,2013,0,0,0
CLE,2013,0,0,0
POR,2013,0,0,0
KCK,2013,0,0,0
NJN,2013,0,0,0
DAL,2013,0,0,0
UTA,2013,0,0,0
SAC,2013,0,0,0
CHH,2013,0,0,0
ORL,2013,0,0,0
MIN,2013,0,0,0
TOR,2013,0,0,0
NOH,2013,0,0,0
WAS,2013,0,0,0
CHA,2013,0,0,0
NOP,2013,0,0,0
CHO,2013,0,0,0
WSC,2014,0,0,0
INO,2014,0,0,0
FTW,2014,0,0,0
MNL,2014,0,0,0
CHS,2014,0,0,0
ROC,2014,0,0,0
SHE,2014,0,0,0
TRI,2014,0,0,0
AND,2014,0,0,0
SYR,2014,0,0,0
NYK,2014,0,0,0
PHW,2014,0,0,0
BOS,2014,0,0,0
BLB,2014,0,0,0
STL,2014,0,0,0
CIN,2014,0,0,0
DET,2014,0,0,0
LAL,2014,0,0,0
SFW,2014,0,0,0
PHI,2014,0,0,0
BAL,2014,0,0,0
SDR,2014,0,0,0
MIL,2014,0,0,0
PHO,2014,0,0,0
CAP,2014,0,0,0
BUF,2014,0,0,0
SEA,2014,0,0,0
WSB,2014,0,0,0
KCO,2014,0,0,0
CLE,2014,0,0,0
DEN,2014,0,0,0
KCK,2014,0,0,0
NJN,2014,0,0,0
UTA,2014,0,0,0
SAC,2014,0,0,0
CHH,2014,0,0,0
ORL,2014,0,0,0
MIN,2014,0,0,0
NOH,2014,0,0,0
NOP,2014,0,0,0
CHO,2014,0,0,0
WSC,2015,0,0,0
INO,2015,0,0,0
FTW,2015,0,0,0
MNL,2015,0,0,0
CHS,2015,0,0,0
ROC,2015,0,0,0
SHE,2015,0,0,0
TRI,2015,0,0,0
AND,2015,0,0,0
SYR,2015,0,0,0
NYK,2015,0,0,0
PHW,2015,0,0,0
BLB,2015,0,0,0
STL,2015,0,0,0
CIN,2015,0,0,0
DET,2015,0,0,0
LAL,2015,0,0,0
SFW,2015,0,0,0
PHI,2015,0,0,0
BAL,2015,0,0,0
SDR,2015,0,0,0
PHO,2015,0,0,0
CAP,2015,0,0,0
BUF,2015,0,0,0
SEA,2015,0,0,0
WSB,2015,0,0,0
KCO,2015,0,0,0
DEN,2015,0,0,0
KCK,2015,0,0,0
NJN,2015,0,0,0
IND,2015,0,0,0
UTA,2015,0,0,0
SAC,2015,0,0,0
MIA,2015,0,0,0
CHH,2015,0,0,0
ORL,2015,0,0,0
MIN,2015,0,0,0
NOH,2015,0,0,0
OKC,2015,0,0,0
CHA,2015,0,0,0
CHO,2015,0,0,0
WSC,2016,0,0,0
INO,2016,0,0,0
FTW,2016,0,0,0
MNL,2016,0,0,0
CHS,2016,0,0,0
ROC,2016,0,0,0
SHE,2016,0,0,0
TRI,2016,0,0,0
AND,2016,0,0,0
SYR,2016,0,0,0
NYK,2016,0,0,0
PHW,2016,0,0,0
BLB,2016,0,0,0
STL,2016,0,0,0
CIN,2016,0,0,0
LAL,2016,0,0,0
SFW,2016,0,0,0
PHI,2016,0,0,0
BAL,2016,0,0,0
CHI,2016,0,0,0
SDR,2016,0,0,0
MIL,2016,0,0,0
PHO,2016,0,0,0
CAP,2016,0,0,0
BUF,2016,0,0,0
SEA,2016,0,0,0
WSB,2016,0,0,0
KCO,2016,0,0,0
DEN,2016,0,0,0
KCK,2016,0,0,0
NJN,2016,0,0,0
UTA,2016,0,0,0
SAC,2016,0,0,0
CHH,2016,0,0,0
ORL,2016,0,0,0
MIN,2016,0,0,0
NOH,2016,0,0,0
WAS,2016,0,0,0
CHA,2016,0,0,0
BRK,2016,0,0,0
NOP,2016,0,0,0
WSC,2017,0,0,0
INO,2017,0,0,0
FTW,2017,0,0,0
MNL,2017,0,0,0
CHS,2017,0,0,0
ROC,2017,0,0,0
SHE,2017,0,0,0
TRI,2017,0,0,0
AND,2017,0,0,0
SYR,2017,0,0,0
NYK,2017,0,0,0
PHW,2017,0,0,0
BLB,2017,0,0,0
STL,2017,0,0,0
CIN,2017,0,0,0
DET,2017,0,0,0
LAL,2017,0,0,0
SFW,2017,0,0,0
PHI,2017,0,0,0
BAL,2017,0,0,0
SDR,2017,0,0,0
PHO,2017,0,0,0
CAP,2017,0,0,0
BUF,2017,0,0,0
SEA,2017,0,0,0
WSB,2017,0,0,0
KCO,2017,0,0,0
DEN,2017,0,0,0
KCK,2017,0,0,0
NJN,2017,0,0,0
DAL,2017,0,0,0
SAC,2017,0,0,0
MIA,2017,0,0,0
CHH,2017,0,0,0
ORL,2017,0,0,0
MIN,2017,0,0,0
NOH,2017,0,0,0
CHA,2017,0,0,0
BRK,2017,0,0,0
NOP,2017,0,0,0
CHO,2017,0,0,0
WSC,2018,0,0,0
INO,2018,0,0,0
FTW,2018,0,0,0
MNL,2018,0,0,0
CHS,2018,0,0,0
ROC,2018,0,0,0
SHE,2018,0,0,0
TRI,2018,0,0,0
AND,2018,0,0,0
SYR,2018,0,0,0
NYK,2018,0,0,0
PHW,2018,0,0,0
BLB,2018,0,0,0
STL,2018,0,0,0
CIN,2018,0,0,0
DET,2018,0,0,0
LAL,2018,0,0,0
SFW,2018,0,0,0
BAL,2018,0,0,0
CHI,2018,0,0,0
ATL,2018,0,0,0
SDR,2018,0,0,0
PHO,2018,0,0,0
CAP,2018,0,0,0
BUF,2018,0,0,0
SEA,2018,0,0,0
WSB,2018,0,0,0
KCO,2018,0,0,0
DEN,2018,0,0,0
KCK,2018,0,0,0
NJN,2018,0,0,0
DAL,2018,0,0,0
SAC,2018,0,0,0
LAC,2018,0,0,0
CHH,2018,0,0,0
ORL,2018,0,0,0
NOH,2018,0,0,0
MEM,2018,0,0,0
CHA,2018,0,0,0
BRK,2018,0,0,0
CHO,2018,0,0,0
WSC,2019,0,0,0
INO,2019,0,0,0
FTW,2019,0,0,0
MNL,2019,0,0,0
CHS,2019,0,0,0
ROC,2019,0,0,0
SHE,2019,0,0,0
TRI,2019,0,0,0
AND,2019,0,0,0
SYR,2019,0,0,0
NYK,2019,0,0,0
PHW,2019,0,0,0
BLB,2019,0,0,0
STL,2019,0,0,0
CIN,2019,0,0,0
LAL,2019,0,0,0
SFW,2019,0,0,0
BAL,2019,0,0,0
CHI,2019,0,0,0
ATL,2019,0,0,0
SDR,2019,0,0,0
PHO,2019,0,0,0
CAP,2019,0,0,0
BUF,2019,0,0,0
SEA,2019,0,0,0
WSB,2019,0,0,0
KCO,2019,0,0,0
CLE,2019,0,0,0
KCK,2019,0,0,0
NJN,2019,0,0,0
DAL,2019,0,0,0
SAC,2019,0,0,0
MIA,2019,0,0,0
CHH,2019,0,0,0
MIN,2019,0,0,0
NOH,2019,0,0,0
MEM,2019,0,0,0
WAS,2019,0,0,0
CHA,2019,0,0,0
NOP,2019,0,0,0
CHO,2019,0,0,0
WSC,2020,0,0,0
INO,2020,0,0,0
FTW,2020,0,0,0
MNL,2020,0,0,0
CHS,2020,0,0,0
ROC,2020,0,0,0
SHE,2020,0,0,0
TRI,2020,0,0,0
AND,2020,0,0,0
SYR,2020,0,0,0
NYK,2020,0,0,0
PHW,2020,0,0,0
BLB,2020,0,0,0
STL,2020,0,0,0
CIN,2020,0,0,0
DET,2020,0,0,0
SFW,2020,0,0,0
BAL,2020,0,0,0
CHI,2020,0,0,0
ATL,2020,0,0,0
SDR,2020,0,0,0
PHO,2020,0,0,0
GSW,2020,0,0,0
CAP,2020,0,0,0
BUF,2020,0,0,0
SEA,2020,0,0,0
WSB,2020,0,0,0
KCO,2020,0,0,0
CLE,2020,0,0,0
SAS,2020,0,0,0
KCK,2020,0,0,0
NJN,2020,0,0,0
SAC,2020,0,0,0
CHH,2020,0,0,0
MIN,2020,0,0,0
NOH,2020,0,0,0
MEM,2020,0,0,0
WAS,2020,0,0,0
CHA,2020,0,0,0
NOP,2020,0,0,0
CHO,2020,0,0,0
WSC,2021,0,0,0
INO,2021,0,0,0
FTW,2021,0,0,0
MNL,2021,0,0,0
CHS,2021,0,0,0
ROC,2021,0,0,0
SHE,2021,0,0,0
TRI,2021,0,0,0
AND,2021,0,0,0
SYR,2021,0,0,0
PHW,2021,0,0,0
BLB,2021,0,0,0
STL,2021,0,0,0
CIN,2021,0,0,0
DET,2021,0,0,0
SFW,2021,0,0,0
BAL,2021,0,0,0
CHI,2021,0,0,0
SDR,2021,0,0,0
GSW,2021,0,0,0
CAP,2021,0,0,0
BUF,2021,0,0,0
SEA,2021,0,0,0
WSB,2021,0,0,0
KCO,2021,0,0,0
HOU,2021,0,0,0
CLE,2021,0,0,0
SAS,2021,0,0,0
KCK,2021,0,0,0
NJN,2021,0,0,0
IND,2021,0,0,0
SAC,2021,0,0,0
CHH,2021,0,0,0
ORL,2021,0,0,0
MIN,2021,0,0,0
TOR,2021,0,0,0
NOH,2021,0,0,0
OKC,2021,0,0,0
CHA,2021,0,0,0
NOP,2021,0,0,0
CHO,2021,0,0,0
WSC,2022,0,0,0
INO,2022,0,0,0
FTW,2022,0,0,0
MNL,2022,0,0,0
CHS,2022,0,0,0
ROC,2022,0,0,0
SHE,2022,0,0,0
TRI,2022,0,0,0
AND,2022,0,0,0
SYR,2022,0,0,0
NYK,2022,0,0,0
PHW,2022,0,0,0
BLB,2022,0,0,0
STL,2022,0,0,0
CIN,2022,0,0,0
DET,2022,0,0,0
LAL,2022,0,0,0
SFW,2022,0,0,0
BAL,2022,0,0,0
SDR,2022,0,0,0
CAP,2022,0,0,0
BUF,2022,0,0,0
SEA,2022,0,0,0
WSB,2022,0,0,0
KCO,2022,0,0,0
HOU,2022,0,0,0
CLE,2022,0,0,0
SAS,2022,0,0,0
POR,2022,0,0,0
KCK,2022,0,0,0
NJN,2022,0,0,0
IND,2022,0,0,0
SAC,2022,0,0,0
LAC,2022,0,0,0
CHH,2022,0,0,0
ORL,2022,0,0,0
NOH,2022,0,0,0
WAS,2022,0,0,0
OKC,2022,0,0,0
CHA,2022,0,0,0
CHO,2022,0,0,0
WSC,2023,0,0,0
INO,2023,0,0,0
FTW,2023,0,0,0
MNL,2023,0,0,0
CHS,2023,0,0,0
ROC,2023,0,0,0
SHE,2023,0,0,0
TRI,2023,0,0,0
AND,2023,0,0,0
SYR,2023,0,0,0
PHW,2023,0,0,0
BLB,2023,0,0,0
STL,2023,0,0,0
CIN,2023,0,0,0
DET,2023,0,0,0
SFW,2023,0,0,0
BAL,2023,0,0,0
CHI,2023,0,0,0
SDR,2023,0,0,0
CAP,2023,0,0,0
BUF,2023,0,0,0
SEA,2023,0,0,0
WSB,2023,0,0,0
KCO,2023,0,0,0
HOU,2023,0,0,0
SAS,2023,0,0,0
POR,2023,0,0,0
KCK,2023,0,0,0
NJN,2023,0,0,0
IND,2023,0,0,0
DAL,2023,0,0,0
UTA,2023,0,0,0
CHH,2023,0,0,0
ORL,2023,0,0,0
TOR,2023,0,0,0
NOH,2023,0,0,0
WAS,2023,0,0,0
OKC,2023,0,0,0
CHA,2023,0,0,0
NOP,2023,0,0,0
CHO,2023,0,0,0
WSC,2024,0,0,0
INO,2024,0,0,0
FTW,2024,0,0,0
MNL,2024,0,0,0
CHS,2024,0,0,0
ROC,2024,0,0,0
SHE,2024,0,0,0
TRI,2024,0,0,0
AND,2024,0,0,0
SYR,2024,0,0,0
PHW,2024,0,0,0
BLB,2024,0,0,0
STL,2024,0,0,0
CIN,2024,0,0,0
DET,2024,0,0,0
SFW,2024,0,0,0
BAL,2024,0,0,0
CHI,2024,0,0,0
ATL,2024,0,0,0
SDR,2024,0,0,0
GSW,2024,0,0,0
CAP,2024,0,0,0
BUF,2024,0,0,0
SEA,2024,0,0,0
WSB,2024,0,0,0
KCO,2024,0,0,0
HOU,2024,0,0,0
SAS,2024,0,0,0
POR,2024,0,0,0
KCK,2024,0,0,0
NJN,2024,0,0,0
UTA,2024,0,0,0
SAC,2024,0,0,0
CHH,2024,0,0,0
TOR,2024,0,0,0
NOH,2024,0,0,0
MEM,2024,0,0,0
WAS,2024,0,0,0
CHA,2024,0,0,0
BRK,2024,0,0,0
CHO,2024,0,0,0
WSC,2025,0,0,0
INO,2025,0,0,0
FTW,2025,0,0,0
MNL,2025,0,0,0
CHS,2025,0,0,0
ROC,2025,0,0,0
SHE,2025,0,0,0
TRI,2025,0,0,0
AND,2025,0,0,0
SYR,2025,0,0,0
PHW,2025,0,0,0
BLB,2025,0,0,0
STL,2025,0,0,0
CIN,2025,0,0,0
SFW,2025,0,0,0
PHI,2025,0,0,0
BAL,2025,0,0,0
CHI,2025,0,0,0
ATL,2025,0,0,0
SDR,2025,0,0,0
PHO,2025,0,0,0
CAP,2025,0,0,0
BUF,2025,0,0,0
SEA,2025,0,0,0
WSB,2025,0,0,0
KCO,2025,0,0,0
SAS,2025,0,0,0
POR,2025,0,0,0
KCK,2025,0,0,0
NJN,2025,0,0,0
DAL,2025,0,0,0
UTA,2025,0,0,0
SAC,2025,0,0,0
CHH,2025,0,0,0
TOR,2025,0,0,0
